type,status,departure.iataCode,departure.icaoCode,departure.terminal,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,arrival.gate,arrival.delay,arrival.baggage,departure.gate,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,error
departure,active,dad,vvdn,2,34.0,2024-04-20t17:30:00.000,2024-04-20t17:41:00.000,2024-04-20t18:03:00.000,2024-04-20t18:03:00.000,2024-04-20t18:03:00.000,tpe,rctp,1,2024-04-20t21:15:00.000,2024-04-20t21:20:00.000,tigerair taiwan,it,ttw,552,it552,ttw552,,,,,,,b1r,5.0,2,g6,,,,
departure,active,dad,vvdn,1,23.0,2024-04-20t17:35:00.000,2024-04-20t17:30:00.000,2024-04-20t17:58:00.000,2024-04-20t17:58:00.000,2024-04-20t17:58:00.000,sgn,vvts,1,2024-04-20t19:15:00.000,2024-04-20t18:58:00.000,cambodia angkor air,k6,khv,3135,k63135,khv3135,vietnam airlines,vn,hvn,135,vn135,hvn135,,,,,,,,
departure,active,dad,vvdn,1,23.0,2024-04-20t17:35:00.000,2024-04-20t17:30:00.000,2024-04-20t17:58:00.000,2024-04-20t17:58:00.000,2024-04-20t17:58:00.000,sgn,vvts,1,2024-04-20t19:15:00.000,2024-04-20t18:58:00.000,vietnam airlines,vn,hvn,135,vn135,hvn135,,,,,,,,,,,,,,
departure,unknown,dad,vvdn,1,,2024-04-20t17:40:00.000,,,,,sgn,vvts,1,2024-04-20t19:05:00.000,,jet linx aviation,jl,jtl,5760,jl5760,jtl5760,vietjet air,vj,vjc,633,vj633,vjc633,,,,,,,,
departure,unknown,dad,vvdn,1,,2024-04-20t17:40:00.000,,,,,sgn,vvts,1,2024-04-20t19:05:00.000,,,a1,a1,2633,a12633,a12633,vietjet air,vj,vjc,633,vj633,vjc633,,,,,,,,
departure,unknown,dad,vvdn,1,,2024-04-20t17:40:00.000,,,,,sgn,vvts,1,2024-04-20t19:05:00.000,,flexflight,w2,fxt,4633,w24633,fxt4633,vietjet air,vj,vjc,633,vj633,vjc633,,,,,,,,
departure,unknown,dad,vvdn,1,,2024-04-20t17:40:00.000,,,,,sgn,vvts,1,2024-04-20t19:05:00.000,,,h1,h1,4167,h14167,h14167,vietjet air,vj,vjc,633,vj633,vjc633,,,,,,,,
departure,unknown,dad,vvdn,1,,2024-04-20t17:40:00.000,,,,,sgn,vvts,1,2024-04-20t19:05:00.000,,vietjet air,vj,vjc,633,vj633,vjc633,,,,,,,,,,,,,,
departure,active,dad,vvdn,2,9.0,2024-04-20t18:00:00.000,2024-04-20t18:00:00.000,2024-04-20t18:08:00.000,2024-04-20t18:08:00.000,2024-04-20t18:08:00.000,sai,vdsa,,2024-04-20t20:05:00.000,2024-04-20t19:37:00.000,vietnam airlines,vn,hvn,3829,vn3829,hvn3829,cambodia angkor air,k6,khv,841,k6841,khv841,,,,,,,,
departure,active,dad,vvdn,2,9.0,2024-04-20t18:00:00.000,2024-04-20t18:00:00.000,2024-04-20t18:08:00.000,2024-04-20t18:08:00.000,2024-04-20t18:08:00.000,sai,vdsa,,2024-04-20t20:05:00.000,2024-04-20t19:37:00.000,cambodia angkor air,k6,khv,841,k6841,khv841,,,,,,,,,,,,,,
departure,active,dad,vvdn,2,23.0,2024-04-20t18:10:00.000,2024-04-20t18:14:00.000,2024-04-20t18:32:00.000,2024-04-20t18:32:00.000,2024-04-20t18:32:00.000,dmk,vtbd,1,2024-04-20t19:55:00.000,2024-04-20t19:54:00.000,airasia,ak,axm,639,ak639,axm639,,,,,,,,,,,,,,
departure,active,dad,vvdn,2,20.0,2024-04-20t18:10:00.000,2024-04-20t18:11:00.000,2024-04-20t18:30:00.000,2024-04-20t18:30:00.000,2024-04-20t18:30:00.000,hkg,vhhh,1,2024-04-20t21:05:00.000,2024-04-20t20:54:00.000,cathay pacific,cx,cpa,5559,cx5559,cpa5559,hong kong express,uo,hke,559,uo559,hke559,,,6,g6,,,,
departure,active,dad,vvdn,2,20.0,2024-04-20t18:10:00.000,2024-04-20t18:11:00.000,2024-04-20t18:30:00.000,2024-04-20t18:30:00.000,2024-04-20t18:30:00.000,hkg,vhhh,1,2024-04-20t21:05:00.000,2024-04-20t20:54:00.000,hong kong express,uo,hke,559,uo559,hke559,,,,,,,,,6,g6,,,,
departure,active,dad,vvdn,2,34.0,2024-04-20t18:10:00.000,2024-04-20t18:10:00.000,2024-04-20t18:43:00.000,2024-04-20t18:43:00.000,2024-04-20t18:43:00.000,bkk,vtbs,,2024-04-20t19:55:00.000,2024-04-20t20:02:00.000,vietjet air,vj,vjc,963,vj963,vjc963,,,,,,,,8.0,,,,,,
departure,active,dad,vvdn,1,40.0,2024-04-20t18:15:00.000,2024-04-20t18:39:00.000,2024-04-20t18:55:00.000,2024-04-20t18:55:00.000,2024-04-20t18:55:00.000,sgn,vvts,1,2024-04-20t19:40:00.000,2024-04-20t19:58:00.000,jet linx aviation,jl,jtl,5762,jl5762,jtl5762,freebird airlines,fh,fhy,635,fh635,fhy635,,19.0,,,,,,
departure,active,dad,vvdn,1,40.0,2024-04-20t18:15:00.000,2024-04-20t18:39:00.000,2024-04-20t18:55:00.000,2024-04-20t18:55:00.000,2024-04-20t18:55:00.000,sgn,vvts,1,2024-04-20t19:40:00.000,2024-04-20t19:58:00.000,,a1,a1,2635,a12635,a12635,freebird airlines,fh,fhy,635,fh635,fhy635,,19.0,,,,,,
departure,active,dad,vvdn,1,40.0,2024-04-20t18:15:00.000,2024-04-20t18:39:00.000,2024-04-20t18:55:00.000,2024-04-20t18:55:00.000,2024-04-20t18:55:00.000,sgn,vvts,1,2024-04-20t19:40:00.000,2024-04-20t19:58:00.000,flexflight,w2,fxt,4635,w24635,fxt4635,freebird airlines,fh,fhy,635,fh635,fhy635,,19.0,,,,,,
departure,active,dad,vvdn,1,40.0,2024-04-20t18:15:00.000,2024-04-20t18:39:00.000,2024-04-20t18:55:00.000,2024-04-20t18:55:00.000,2024-04-20t18:55:00.000,sgn,vvts,1,2024-04-20t19:40:00.000,2024-04-20t19:58:00.000,,h1,h1,4025,h14025,h14025,freebird airlines,fh,fhy,635,fh635,fhy635,,19.0,,,,,,
departure,active,dad,vvdn,1,40.0,2024-04-20t18:15:00.000,2024-04-20t18:39:00.000,2024-04-20t18:55:00.000,2024-04-20t18:55:00.000,2024-04-20t18:55:00.000,sgn,vvts,1,2024-04-20t19:40:00.000,2024-04-20t19:58:00.000,freebird airlines,fh,fhy,635,fh635,fhy635,,,,,,,,19.0,,,,,,
departure,active,dad,vvdn,1,52.0,2024-04-20t18:15:00.000,2024-04-20t18:15:00.000,2024-04-20t19:07:00.000,2024-04-20t19:07:00.000,2024-04-20t19:07:00.000,sgn,vvts,1,2024-04-20t20:05:00.000,2024-04-20t20:11:00.000,ana,nh,ana,9733,nh9733,ana9733,vietnam airlines,vn,hvn,139,vn139,hvn139,,6.0,,,,,,
departure,active,dad,vvdn,1,52.0,2024-04-20t18:15:00.000,2024-04-20t18:15:00.000,2024-04-20t19:07:00.000,2024-04-20t19:07:00.000,2024-04-20t19:07:00.000,sgn,vvts,1,2024-04-20t20:05:00.000,2024-04-20t20:11:00.000,cambodia angkor air,k6,khv,3139,k63139,khv3139,vietnam airlines,vn,hvn,139,vn139,hvn139,,6.0,,,,,,
departure,active,dad,vvdn,1,52.0,2024-04-20t18:15:00.000,2024-04-20t18:15:00.000,2024-04-20t19:07:00.000,2024-04-20t19:07:00.000,2024-04-20t19:07:00.000,sgn,vvts,1,2024-04-20t20:05:00.000,2024-04-20t20:11:00.000,vietnam airlines,vn,hvn,139,vn139,hvn139,,,,,,,,6.0,,,,,,
departure,unknown,dad,vvdn,1,,2024-04-20t18:25:00.000,,,,,han,vvnb,1,2024-04-20t19:55:00.000,,cambodia angkor air,k6,khv,3182,k63182,khv3182,vietnam airlines,vn,hvn,182,vn182,hvn182,,,,,,,,
departure,unknown,dad,vvdn,1,,2024-04-20t18:25:00.000,,,,,han,vvnb,1,2024-04-20t19:55:00.000,,air france,af,afr,3316,af3316,afr3316,vietnam airlines,vn,hvn,182,vn182,hvn182,,,,,,,,
departure,unknown,dad,vvdn,1,,2024-04-20t18:25:00.000,,,,,han,vvnb,1,2024-04-20t19:55:00.000,,ana,nh,ana,9732,nh9732,ana9732,vietnam airlines,vn,hvn,182,vn182,hvn182,,,,,,,,
departure,unknown,dad,vvdn,1,,2024-04-20t18:25:00.000,,,,,han,vvnb,1,2024-04-20t19:55:00.000,,vietnam airlines,vn,hvn,182,vn182,hvn182,,,,,,,,,,,,,,
departure,unknown,dad,vvdn,1,,2024-04-20t18:45:00.000,,,,,sgn,vvts,1,2024-04-20t20:30:00.000,,ana,nh,ana,9735,nh9735,ana9735,vietnam airlines,vn,hvn,143,vn143,hvn143,,,,,,,,
departure,unknown,dad,vvdn,1,,2024-04-20t18:45:00.000,,,,,sgn,vvts,1,2024-04-20t20:30:00.000,,cambodia angkor air,k6,khv,3143,k63143,khv3143,vietnam airlines,vn,hvn,143,vn143,hvn143,,,,,,,,
departure,unknown,dad,vvdn,1,,2024-04-20t18:45:00.000,,,,,sgn,vvts,1,2024-04-20t20:30:00.000,,vietnam airlines,vn,hvn,143,vn143,hvn143,,,,,,,,,,,,,,
departure,active,dad,vvdn,1,21.0,2024-04-20t19:00:00.000,2024-04-20t19:00:00.000,2024-04-20t19:21:00.000,2024-04-20t19:21:00.000,2024-04-20t19:21:00.000,sgn,vvts,1,2024-04-20t20:40:00.000,2024-04-20t20:22:00.000,vietnam airlines,vn,hvn,7117,vn7117,hvn7117,,,,,,,,,,,,,,
departure,active,dad,vvdn,1,7.0,2024-04-20t19:05:00.000,,2024-04-20t19:12:00.000,2024-04-20t19:12:00.000,2024-04-20t19:12:00.000,han,vvnb,t1,2024-04-20t20:35:00.000,2024-04-20t20:17:00.000,cambodia angkor air,k6,khv,3186,k63186,khv3186,vietnam airlines,vn,hvn,186,vn186,hvn186,,,,,,,,
departure,active,dad,vvdn,1,7.0,2024-04-20t19:05:00.000,,2024-04-20t19:12:00.000,2024-04-20t19:12:00.000,2024-04-20t19:12:00.000,han,vvnb,t1,2024-04-20t20:35:00.000,2024-04-20t20:17:00.000,vietnam airlines,vn,hvn,186,vn186,hvn186,,,,,,,,,,,,,,
departure,active,dad,vvdn,2,5.0,2024-04-20t19:30:00.000,2024-04-20t19:30:00.000,2024-04-20t19:34:00.000,2024-04-20t19:34:00.000,2024-04-20t19:34:00.000,khh,rckh,i,2024-04-20t23:00:00.000,2024-04-20t22:24:00.000,tigerair taiwan,it,ttw,578,it578,ttw578,,,,,,,21,,,8-11,,,,
departure,active,dad,vvdn,1,3.0,2024-04-20t19:50:00.000,2024-04-20t19:50:00.000,2024-04-20t19:52:00.000,2024-04-20t19:52:00.000,2024-04-20t19:52:00.000,han,vvnb,t1,2024-04-20t21:20:00.000,2024-04-20t20:54:00.000,cambodia angkor air,k6,khv,3190,k63190,khv3190,vietnam airlines,vn,hvn,190,vn190,hvn190,,,,,,,,
departure,active,dad,vvdn,1,3.0,2024-04-20t19:50:00.000,2024-04-20t19:50:00.000,2024-04-20t19:52:00.000,2024-04-20t19:52:00.000,2024-04-20t19:52:00.000,han,vvnb,t1,2024-04-20t21:20:00.000,2024-04-20t20:54:00.000,vietnam airlines,vn,hvn,190,vn190,hvn190,,,,,,,,,,,,,,
departure,active,dad,vvdn,1,,2024-04-20t19:55:00.000,2024-04-20t19:55:00.000,,,,han,vvnb,t1,2024-04-20t21:15:00.000,,vietravel airlines,vu,vag,658,vu658,vag658,,,,,,,,,,,,,,
departure,active,dad,vvdn,1,39.0,2024-04-20t20:30:00.000,,2024-04-20t21:08:00.000,2024-04-20t21:08:00.000,2024-04-20t21:08:00.000,han,vvnb,t1,2024-04-20t21:55:00.000,2024-04-20t22:10:00.000,cambodia angkor air,k6,khv,3192,k63192,khv3192,vietnam airlines,vn,hvn,192,vn192,hvn192,,16.0,,,,,,
departure,active,dad,vvdn,1,39.0,2024-04-20t20:30:00.000,,2024-04-20t21:08:00.000,2024-04-20t21:08:00.000,2024-04-20t21:08:00.000,han,vvnb,t1,2024-04-20t21:55:00.000,2024-04-20t22:10:00.000,vietnam airlines,vn,hvn,192,vn192,hvn192,,,,,,,,16.0,,,,,,
departure,unknown,dad,vvdn,1,,2024-04-20t20:30:00.000,,,,,han,vvnb,1,2024-04-20t22:00:00.000,,vietnam airlines,vn,hvn,7182,vn7182,hvn7182,,,,,,,,,,,,,,
departure,active,dad,vvdn,1,33.0,2024-04-20t20:40:00.000,2024-04-20t21:02:00.000,2024-04-20t21:13:00.000,2024-04-20t21:13:00.000,2024-04-20t21:13:00.000,han,vvnb,t1,2024-04-20t22:00:00.000,2024-04-20t22:15:00.000,,a1,a1,2524,a12524,a12524,vietjet air,vj,vjc,524,vj524,vjc524,,15.0,,,,,,
departure,active,dad,vvdn,1,33.0,2024-04-20t20:40:00.000,2024-04-20t21:02:00.000,2024-04-20t21:13:00.000,2024-04-20t21:13:00.000,2024-04-20t21:13:00.000,han,vvnb,t1,2024-04-20t22:00:00.000,2024-04-20t22:15:00.000,flexflight,w2,fxt,4524,w24524,fxt4524,vietjet air,vj,vjc,524,vj524,vjc524,,15.0,,,,,,
departure,active,dad,vvdn,1,33.0,2024-04-20t20:40:00.000,2024-04-20t21:02:00.000,2024-04-20t21:13:00.000,2024-04-20t21:13:00.000,2024-04-20t21:13:00.000,han,vvnb,t1,2024-04-20t22:00:00.000,2024-04-20t22:15:00.000,,h1,h1,4269,h14269,h14269,vietjet air,vj,vjc,524,vj524,vjc524,,15.0,,,,,,
departure,active,dad,vvdn,1,33.0,2024-04-20t20:40:00.000,2024-04-20t21:02:00.000,2024-04-20t21:13:00.000,2024-04-20t21:13:00.000,2024-04-20t21:13:00.000,han,vvnb,t1,2024-04-20t22:00:00.000,2024-04-20t22:15:00.000,vietjet air,vj,vjc,524,vj524,vjc524,,,,,,,,15.0,,,,,,
departure,active,dad,vvdn,1,35.0,2024-04-20t21:15:00.000,2024-04-20t21:15:00.000,2024-04-20t21:49:00.000,2024-04-20t21:49:00.000,2024-04-20t21:49:00.000,han,vvnb,t1,2024-04-20t22:40:00.000,2024-04-20t22:49:00.000,cambodia angkor air,k6,khv,3196,k63196,khv3196,vietnam airlines,vn,hvn,196,vn196,hvn196,,9.0,,,,,,
departure,active,dad,vvdn,1,35.0,2024-04-20t21:15:00.000,2024-04-20t21:15:00.000,2024-04-20t21:49:00.000,2024-04-20t21:49:00.000,2024-04-20t21:49:00.000,han,vvnb,t1,2024-04-20t22:40:00.000,2024-04-20t22:49:00.000,vietnam airlines,vn,hvn,196,vn196,hvn196,,,,,,,,9.0,,,,,,
departure,active,dad,vvdn,1,,2024-04-20t21:25:00.000,,,,,han,vvnb,1,2024-04-20t22:45:00.000,,,a1,a1,2510,a12510,a12510,vietjet air,vj,vjc,510,vj510,vjc510,,,,,,,,
departure,active,dad,vvdn,1,,2024-04-20t21:25:00.000,,,,,han,vvnb,1,2024-04-20t22:45:00.000,,flexflight,w2,fxt,4510,w24510,fxt4510,vietjet air,vj,vjc,510,vj510,vjc510,,,,,,,,
departure,active,dad,vvdn,1,,2024-04-20t21:25:00.000,,,,,han,vvnb,1,2024-04-20t22:45:00.000,,,h1,h1,4129,h14129,h14129,vietjet air,vj,vjc,510,vj510,vjc510,,,,,,,,
departure,active,dad,vvdn,1,,2024-04-20t21:25:00.000,,,,,han,vvnb,1,2024-04-20t22:45:00.000,,vietjet air,vj,vjc,510,vj510,vjc510,,,,,,,,,,,,,,
departure,active,dad,vvdn,1,41.0,2024-04-20t21:45:00.000,,2024-04-20t22:25:00.000,2024-04-20t22:25:00.000,2024-04-20t22:25:00.000,sgn,vvts,1,2024-04-20t23:10:00.000,2024-04-20t23:27:00.000,,a1,a1,2637,a12637,a12637,vietjet air,vj,vjc,637,vj637,vjc637,,18.0,,,,,,
departure,active,dad,vvdn,1,41.0,2024-04-20t21:45:00.000,,2024-04-20t22:25:00.000,2024-04-20t22:25:00.000,2024-04-20t22:25:00.000,sgn,vvts,1,2024-04-20t23:10:00.000,2024-04-20t23:27:00.000,flexflight,w2,fxt,4637,w24637,fxt4637,vietjet air,vj,vjc,637,vj637,vjc637,,18.0,,,,,,
departure,active,dad,vvdn,1,41.0,2024-04-20t21:45:00.000,,2024-04-20t22:25:00.000,2024-04-20t22:25:00.000,2024-04-20t22:25:00.000,sgn,vvts,1,2024-04-20t23:10:00.000,2024-04-20t23:27:00.000,,h1,h1,4544,h14544,h14544,vietjet air,vj,vjc,637,vj637,vjc637,,18.0,,,,,,
departure,active,dad,vvdn,1,41.0,2024-04-20t21:45:00.000,,2024-04-20t22:25:00.000,2024-04-20t22:25:00.000,2024-04-20t22:25:00.000,sgn,vvts,1,2024-04-20t23:10:00.000,2024-04-20t23:27:00.000,vietjet air,vj,vjc,637,vj637,vjc637,,,,,,,,18.0,,,,,,
departure,unknown,dad,vvdn,2,,2024-04-20t21:50:00.000,,,,,mfm,vmmc,,2024-04-21t00:20:00.000,,air macau,nx,amu,977,nx977,amu977,,,,,,,,,,9-12,,,,
departure,active,dad,vvdn,1,46.0,2024-04-20t22:15:00.000,2024-04-20t22:15:00.000,2024-04-20t23:01:00.000,2024-04-20t23:01:00.000,2024-04-20t23:01:00.000,han,vvnb,t1,2024-04-20t23:35:00.000,,flexflight,w2,fxt,3530,w23530,fxt3530,vietjet air,vj,vjc,1530,vj1530,vjc1530,,,,,,,,
departure,active,dad,vvdn,1,46.0,2024-04-20t22:15:00.000,2024-04-20t22:15:00.000,2024-04-20t23:01:00.000,2024-04-20t23:01:00.000,2024-04-20t23:01:00.000,han,vvnb,t1,2024-04-20t23:35:00.000,,,a1,a1,4530,a14530,a14530,vietjet air,vj,vjc,1530,vj1530,vjc1530,,,,,,,,
departure,active,dad,vvdn,1,46.0,2024-04-20t22:15:00.000,2024-04-20t22:15:00.000,2024-04-20t23:01:00.000,2024-04-20t23:01:00.000,2024-04-20t23:01:00.000,han,vvnb,t1,2024-04-20t23:35:00.000,,,h1,h1,4417,h14417,h14417,vietjet air,vj,vjc,1530,vj1530,vjc1530,,,,,,,,
departure,active,dad,vvdn,1,46.0,2024-04-20t22:15:00.000,2024-04-20t22:15:00.000,2024-04-20t23:01:00.000,2024-04-20t23:01:00.000,2024-04-20t23:01:00.000,han,vvnb,t1,2024-04-20t23:35:00.000,,vietjet air,vj,vjc,1530,vj1530,vjc1530,,,,,,,,,,,,,,
departure,active,dad,vvdn,1,33.0,2024-04-20t22:15:00.000,2024-04-20t22:48:00.000,,,,sgn,vvts,1,2024-04-20t23:55:00.000,,cambodia angkor air,k6,khv,3147,k63147,khv3147,vietnam airlines,vn,hvn,147,vn147,hvn147,,,,,,,,
departure,active,dad,vvdn,1,33.0,2024-04-20t22:15:00.000,2024-04-20t22:48:00.000,,,,sgn,vvts,1,2024-04-20t23:55:00.000,,vietnam airlines,vn,hvn,147,vn147,hvn147,,,,,,,,,,,,,,
departure,unknown,dad,vvdn,1,,2024-04-20t22:25:00.000,,,,,sgn,vvts,1,2024-04-20t23:45:00.000,,flexflight,w2,fxt,3641,w23641,fxt3641,vietjet air,vj,vjc,1641,vj1641,vjc1641,,,,,,,,
departure,unknown,dad,vvdn,1,,2024-04-20t22:25:00.000,,,,,sgn,vvts,1,2024-04-20t23:45:00.000,,,a1,a1,4641,a14641,a14641,vietjet air,vj,vjc,1641,vj1641,vjc1641,,,,,,,,
departure,unknown,dad,vvdn,1,,2024-04-20t22:25:00.000,,,,,sgn,vvts,1,2024-04-20t23:45:00.000,,vietjet air,vj,vjc,1641,vj1641,vjc1641,,,,,,,,,,,,,,
departure,active,dad,vvdn,2,15.0,2024-04-20t22:30:00.000,2024-04-20t22:41:00.000,2024-04-20t22:45:00.000,2024-04-20t22:45:00.000,2024-04-20t22:45:00.000,mnl,rpll,3,2024-04-21t02:20:00.000,2024-04-21t01:48:00.000,cebu pacific air,5j,ceb,5757,5j5757,ceb5757,,,,,,,,,,,,,,
departure,active,dad,vvdn,1,39.0,2024-04-20t22:35:00.000,2024-04-20t22:35:00.000,2024-04-20t23:13:00.000,2024-04-20t23:13:00.000,2024-04-20t23:13:00.000,sgn,vvts,1,2024-04-21t00:20:00.000,2024-04-21t00:14:00.000,flexflight,w2,fxt,3643,w23643,fxt3643,vietjet air,vj,vjc,1643,vj1643,vjc1643,,,,,,,,
departure,active,dad,vvdn,1,39.0,2024-04-20t22:35:00.000,2024-04-20t22:35:00.000,2024-04-20t23:13:00.000,2024-04-20t23:13:00.000,2024-04-20t23:13:00.000,sgn,vvts,1,2024-04-21t00:20:00.000,2024-04-21t00:14:00.000,,a1,a1,4643,a14643,a14643,vietjet air,vj,vjc,1643,vj1643,vjc1643,,,,,,,,
departure,active,dad,vvdn,1,39.0,2024-04-20t22:35:00.000,2024-04-20t22:35:00.000,2024-04-20t23:13:00.000,2024-04-20t23:13:00.000,2024-04-20t23:13:00.000,sgn,vvts,1,2024-04-21t00:20:00.000,2024-04-21t00:14:00.000,vietjet air,vj,vjc,1643,vj1643,vjc1643,,,,,,,,,,,,,,
departure,active,dad,vvdn,2,13.0,2024-04-20t22:45:00.000,,2024-04-20t22:57:00.000,2024-04-20t22:57:00.000,2024-04-20t22:57:00.000,icn,rksi,1,2024-04-21t05:00:00.000,2024-04-21t04:46:00.000,,a1,a1,2880,a12880,a12880,vietjet air,vj,vjc,880,vj880,vjc880,,,,,,,,
departure,active,dad,vvdn,2,13.0,2024-04-20t22:45:00.000,,2024-04-20t22:57:00.000,2024-04-20t22:57:00.000,2024-04-20t22:57:00.000,icn,rksi,1,2024-04-21t05:00:00.000,2024-04-21t04:46:00.000,flexflight,w2,fxt,4880,w24880,fxt4880,vietjet air,vj,vjc,880,vj880,vjc880,,,,,,,,
departure,active,dad,vvdn,2,13.0,2024-04-20t22:45:00.000,,2024-04-20t22:57:00.000,2024-04-20t22:57:00.000,2024-04-20t22:57:00.000,icn,rksi,1,2024-04-21t05:00:00.000,2024-04-21t04:46:00.000,,h1,h1,4506,h14506,h14506,vietjet air,vj,vjc,880,vj880,vjc880,,,,,,,,
departure,active,dad,vvdn,2,13.0,2024-04-20t22:45:00.000,,2024-04-20t22:57:00.000,2024-04-20t22:57:00.000,2024-04-20t22:57:00.000,icn,rksi,1,2024-04-21t05:00:00.000,2024-04-21t04:46:00.000,vietjet air,vj,vjc,880,vj880,vjc880,,,,,,,,,,,,,,
departure,active,dad,vvdn,2,21.0,2024-04-20t22:50:00.000,2024-04-20t22:53:00.000,2024-04-20t23:11:00.000,2024-04-20t23:11:00.000,2024-04-20t23:11:00.000,icn,rksi,2,2024-04-21t05:30:00.000,2024-04-21t04:54:00.000,vietnam airlines,vn,hvn,3440,vn3440,hvn3440,korean air,ke,kal,462,ke462,kal462,,,,,,,,
departure,active,dad,vvdn,2,21.0,2024-04-20t22:50:00.000,2024-04-20t22:53:00.000,2024-04-20t23:11:00.000,2024-04-20t23:11:00.000,2024-04-20t23:11:00.000,icn,rksi,2,2024-04-21t05:30:00.000,2024-04-21t04:54:00.000,delta air lines,dl,dal,7812,dl7812,dal7812,korean air,ke,kal,462,ke462,kal462,,,,,,,,
departure,active,dad,vvdn,2,21.0,2024-04-20t22:50:00.000,2024-04-20t22:53:00.000,2024-04-20t23:11:00.000,2024-04-20t23:11:00.000,2024-04-20t23:11:00.000,icn,rksi,2,2024-04-21t05:30:00.000,2024-04-21t04:54:00.000,virgin atlantic,vs,vir,5522,vs5522,vir5522,korean air,ke,kal,462,ke462,kal462,,,,,,,,
departure,active,dad,vvdn,2,21.0,2024-04-20t22:50:00.000,2024-04-20t22:53:00.000,2024-04-20t23:11:00.000,2024-04-20t23:11:00.000,2024-04-20t23:11:00.000,icn,rksi,2,2024-04-21t05:30:00.000,2024-04-21t04:54:00.000,korean air,ke,kal,462,ke462,kal462,,,,,,,,,,,,,,
departure,active,dad,vvdn,1,,2024-04-20t23:00:00.000,2024-04-20t23:00:00.000,,,,han,vvnb,1,2024-04-21t00:20:00.000,,,a1,a1,2528,a12528,a12528,vietjet air,vj,vjc,528,vj528,vjc528,,,,,,,,
departure,active,dad,vvdn,1,,2024-04-20t23:00:00.000,2024-04-20t23:00:00.000,,,,han,vvnb,1,2024-04-21t00:20:00.000,,flexflight,w2,fxt,4528,w24528,fxt4528,vietjet air,vj,vjc,528,vj528,vjc528,,,,,,,,
departure,active,dad,vvdn,1,,2024-04-20t23:00:00.000,2024-04-20t23:00:00.000,,,,han,vvnb,1,2024-04-21t00:20:00.000,,,h1,h1,4208,h14208,h14208,vietjet air,vj,vjc,528,vj528,vjc528,,,,,,,,
departure,active,dad,vvdn,1,,2024-04-20t23:00:00.000,2024-04-20t23:00:00.000,,,,han,vvnb,1,2024-04-21t00:20:00.000,,vietjet air,vj,vjc,528,vj528,vjc528,,,,,,,,,,,,,,
departure,active,dad,vvdn,2,19.0,2024-04-20t23:05:00.000,2024-04-20t23:05:00.000,2024-04-20t23:24:00.000,2024-04-20t23:24:00.000,2024-04-20t23:24:00.000,icn,rksi,1,2024-04-21t05:55:00.000,2024-04-21t05:13:00.000,air canada,ac,aca,6972,ac6972,aca6972,asiana airlines,oz,aar,756,oz756,aar756,,,,,,,,
departure,active,dad,vvdn,2,19.0,2024-04-20t23:05:00.000,2024-04-20t23:05:00.000,2024-04-20t23:24:00.000,2024-04-20t23:24:00.000,2024-04-20t23:24:00.000,icn,rksi,1,2024-04-21t05:55:00.000,2024-04-21t05:13:00.000,asiana airlines,oz,aar,756,oz756,aar756,,,,,,,,,,,,,,
departure,unknown,dad,vvdn,1,,2024-04-20t23:25:00.000,,,,,han,vvnb,1,2024-04-21t00:45:00.000,,flexflight,w2,fxt,3532,w23532,fxt3532,vietjet air,vj,vjc,1532,vj1532,vjc1532,,,,,,,,
departure,unknown,dad,vvdn,1,,2024-04-20t23:25:00.000,,,,,han,vvnb,1,2024-04-21t00:45:00.000,,,a1,a1,4532,a14532,a14532,vietjet air,vj,vjc,1532,vj1532,vjc1532,,,,,,,,
departure,unknown,dad,vvdn,1,,2024-04-20t23:25:00.000,,,,,han,vvnb,1,2024-04-21t00:45:00.000,,vietjet air,vj,vjc,1532,vj1532,vjc1532,,,,,,,,,,,,,,
departure,active,dad,vvdn,2,,2024-04-20t23:35:00.000,,,,,mfm,vmmc,,2024-04-21t02:20:00.000,,air macau,nx,amu,985,nx985,amu985,,,,,,,,,,6,,,,
departure,active,dad,vvdn,2,28.0,2024-04-20t23:40:00.000,2024-04-20t23:48:00.000,2024-04-21t00:08:00.000,2024-04-21t00:08:00.000,2024-04-21t00:08:00.000,icn,rksi,1,2024-04-21t06:35:00.000,2024-04-21t06:02:00.000,,h1,h1,5886,h15886,h15886,t'way air,tw,twb,192,tw192,twb192,,,15,5-8,,,,
departure,active,dad,vvdn,2,28.0,2024-04-20t23:40:00.000,2024-04-20t23:48:00.000,2024-04-21t00:08:00.000,2024-04-21t00:08:00.000,2024-04-21t00:08:00.000,icn,rksi,1,2024-04-21t06:35:00.000,2024-04-21t06:02:00.000,t'way air,tw,twb,192,tw192,twb192,,,,,,,,,15,5-8,,,,
