type,status,departure.iataCode,departure.icaoCode,departure.terminal,departure.delay,departure.scheduledTime,departure.estimatedTime,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.scheduledTime,arrival.estimatedTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,arrival.gate,arrival.delay,arrival.baggage,departure.gate,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,error
departure,active,dad,vvdn,2,29.0,2024-02-07t12:40:00.000,2024-02-07t12:52:00.000,2024-02-07t13:08:00.000,2024-02-07t13:08:00.000,2024-02-07t13:08:00.000,hph,vvci,,2024-02-07t14:00:00.000,2024-02-07t14:02:00.000,vietjet air,vj,vjc,722,vj722,vjc722,,,,,,,,2.0,,,,,,
departure,active,dad,vvdn,1,20.0,2024-02-07t12:40:00.000,2024-02-07t12:44:00.000,2024-02-07t12:59:00.000,2024-02-07t12:59:00.000,2024-02-07t12:59:00.000,sgn,vvts,1,2024-02-07t14:25:00.000,2024-02-07t13:58:00.000,cambodia angkor air,k6,khv,3123,k63123,khv3123,vietnam airlines,vn,hvn,123,vn123,hvn123,,,,,,,,
departure,active,dad,vvdn,1,20.0,2024-02-07t12:40:00.000,2024-02-07t12:44:00.000,2024-02-07t12:59:00.000,2024-02-07t12:59:00.000,2024-02-07t12:59:00.000,sgn,vvts,1,2024-02-07t14:25:00.000,2024-02-07t13:58:00.000,vietnam airlines,vn,hvn,123,vn123,hvn123,,,,,,,,,,,,,,
departure,active,dad,vvdn,,16.0,2024-02-07t12:50:00.000,2024-02-07t12:49:00.000,2024-02-07t13:06:00.000,2024-02-07t13:06:00.000,2024-02-07t13:06:00.000,kul,wmkk,1,2024-02-07t16:40:00.000,2024-02-07t16:29:00.000,turkish airlines,tk,thy,4779,tk4779,thy4779,batik air,id,btk,503,id503,btk503,,,,,,,,
departure,active,dad,vvdn,,16.0,2024-02-07t12:50:00.000,2024-02-07t12:49:00.000,2024-02-07t13:06:00.000,2024-02-07t13:06:00.000,2024-02-07t13:06:00.000,kul,wmkk,1,2024-02-07t16:40:00.000,2024-02-07t16:29:00.000,batik air,id,btk,503,id503,btk503,,,,,,,,,,,,,,
departure,active,dad,vvdn,2,,2024-02-07t13:00:00.000,2024-02-07t12:42:00.000,2024-02-07t12:56:00.000,2024-02-07t12:56:00.000,2024-02-07t12:56:00.000,tpe,rctp,2,2024-02-07t16:45:00.000,2024-02-07t16:06:00.000,eva air,br,eva,384,br384,eva384,,,,,,,c10,,4,4-8,,,,
departure,active,dad,vvdn,1,37.0,2024-02-07t13:05:00.000,,2024-02-07t13:42:00.000,2024-02-07t13:42:00.000,2024-02-07t13:42:00.000,sgn,vvts,1,2024-02-07t14:30:00.000,2024-02-07t14:49:00.000,jet linx aviation,jl,jtl,5758,jl5758,jtl5758,vietjet air,vj,vjc,629,vj629,vjc629,,19.0,,,,,,
departure,active,dad,vvdn,1,37.0,2024-02-07t13:05:00.000,,2024-02-07t13:42:00.000,2024-02-07t13:42:00.000,2024-02-07t13:42:00.000,sgn,vvts,1,2024-02-07t14:30:00.000,2024-02-07t14:49:00.000,,a1,a1,2629,a12629,a12629,vietjet air,vj,vjc,629,vj629,vjc629,,19.0,,,,,,
departure,active,dad,vvdn,1,37.0,2024-02-07t13:05:00.000,,2024-02-07t13:42:00.000,2024-02-07t13:42:00.000,2024-02-07t13:42:00.000,sgn,vvts,1,2024-02-07t14:30:00.000,2024-02-07t14:49:00.000,flexflight,w2,fxt,4629,w24629,fxt4629,vietjet air,vj,vjc,629,vj629,vjc629,,19.0,,,,,,
departure,active,dad,vvdn,1,37.0,2024-02-07t13:05:00.000,,2024-02-07t13:42:00.000,2024-02-07t13:42:00.000,2024-02-07t13:42:00.000,sgn,vvts,1,2024-02-07t14:30:00.000,2024-02-07t14:49:00.000,,h1,h1,4226,h14226,h14226,vietjet air,vj,vjc,629,vj629,vjc629,,19.0,,,,,,
departure,active,dad,vvdn,1,37.0,2024-02-07t13:05:00.000,,2024-02-07t13:42:00.000,2024-02-07t13:42:00.000,2024-02-07t13:42:00.000,sgn,vvts,1,2024-02-07t14:30:00.000,2024-02-07t14:49:00.000,vietjet air,vj,vjc,629,vj629,vjc629,,,,,,,,19.0,,,,,,
departure,active,dad,vvdn,2,40.0,2024-02-07t13:15:00.000,2024-02-07t13:38:00.000,2024-02-07t13:55:00.000,2024-02-07t13:55:00.000,2024-02-07t13:55:00.000,bkk,vtbs,,2024-02-07t15:00:00.000,2024-02-07t15:23:00.000,vietjet air,vj,vjc,961,vj961,vjc961,,,,,,,,23.0,,,,,,
departure,unknown,dad,vvdn,1,,2024-02-07t13:35:00.000,,,,,sgn,vvts,1,2024-02-07t15:05:00.000,,vietnam airlines,vn,hvn,6067,vn6067,hvn6067,,,,,,,,,,,,,,
departure,active,dad,vvdn,,11.0,2024-02-07t13:40:00.000,2024-02-07t13:34:00.000,2024-02-07t13:51:00.000,2024-02-07t13:51:00.000,2024-02-07t13:51:00.000,pus,rkpk,i,2024-02-07t19:30:00.000,2024-02-07t19:25:00.000,,h1,h1,9939,h19939,h19939,jeju air,7c,jja,2956,7c2956,jja2956,3,,3,,,,,
departure,active,dad,vvdn,,11.0,2024-02-07t13:40:00.000,2024-02-07t13:34:00.000,2024-02-07t13:51:00.000,2024-02-07t13:51:00.000,2024-02-07t13:51:00.000,pus,rkpk,i,2024-02-07t19:30:00.000,2024-02-07t19:25:00.000,jeju air,7c,jja,2956,7c2956,jja2956,,,,,,,3,,3,,,,,
departure,active,dad,vvdn,2,4.0,2024-02-07t13:45:00.000,2024-02-07t13:36:00.000,2024-02-07t13:48:00.000,2024-02-07t13:48:00.000,2024-02-07t13:48:00.000,vca,vvct,,2024-02-07t15:15:00.000,2024-02-07t15:02:00.000,,a1,a1,2703,a12703,a12703,vietjet air,vj,vjc,703,vj703,vjc703,,,,,,,,
departure,active,dad,vvdn,2,4.0,2024-02-07t13:45:00.000,2024-02-07t13:36:00.000,2024-02-07t13:48:00.000,2024-02-07t13:48:00.000,2024-02-07t13:48:00.000,vca,vvct,,2024-02-07t15:15:00.000,2024-02-07t15:02:00.000,flexflight,w2,fxt,4703,w24703,fxt4703,vietjet air,vj,vjc,703,vj703,vjc703,,,,,,,,
departure,active,dad,vvdn,2,4.0,2024-02-07t13:45:00.000,2024-02-07t13:36:00.000,2024-02-07t13:48:00.000,2024-02-07t13:48:00.000,2024-02-07t13:48:00.000,vca,vvct,,2024-02-07t15:15:00.000,2024-02-07t15:02:00.000,,h1,h1,4405,h14405,h14405,vietjet air,vj,vjc,703,vj703,vjc703,,,,,,,,
departure,active,dad,vvdn,2,4.0,2024-02-07t13:45:00.000,2024-02-07t13:36:00.000,2024-02-07t13:48:00.000,2024-02-07t13:48:00.000,2024-02-07t13:48:00.000,vca,vvct,,2024-02-07t15:15:00.000,2024-02-07t15:02:00.000,vietjet air,vj,vjc,703,vj703,vjc703,,,,,,,,,,,,,,
departure,active,dad,vvdn,1,12.0,2024-02-07t14:10:00.000,2024-02-07t12:00:00.000,2024-02-07t14:22:00.000,2024-02-07t14:22:00.000,2024-02-07t14:22:00.000,sgn,vvts,1,2024-02-07t15:55:00.000,2024-02-07t15:23:00.000,cambodia angkor air,k6,khv,3127,k63127,khv3127,vietnam airlines,vn,hvn,127,vn127,hvn127,,,,,,,,
departure,active,dad,vvdn,1,12.0,2024-02-07t14:10:00.000,2024-02-07t12:00:00.000,2024-02-07t14:22:00.000,2024-02-07t14:22:00.000,2024-02-07t14:22:00.000,sgn,vvts,1,2024-02-07t15:55:00.000,2024-02-07t15:23:00.000,vietnam airlines,vn,hvn,127,vn127,hvn127,,,,,,,,,,,,,,
departure,active,dad,vvdn,1,20.0,2024-02-07t14:30:00.000,,2024-02-07t14:50:00.000,2024-02-07t14:50:00.000,2024-02-07t14:50:00.000,sgn,vvts,1,2024-02-07t16:30:00.000,2024-02-07t15:46:00.000,vietnam airlines,vn,hvn,7105,vn7105,hvn7105,,,,,,,,,,,,,,
departure,active,dad,vvdn,1,4.0,2024-02-07t14:40:00.000,2024-02-07t14:40:00.000,2024-02-07t14:43:00.000,2024-02-07t14:43:00.000,2024-02-07t14:43:00.000,han,vvnb,t1,2024-02-07t16:05:00.000,2024-02-07t15:45:00.000,ana,nh,ana,9732,nh9732,ana9732,vietnam airlines,vn,hvn,170,vn170,hvn170,,,,,,,,
departure,active,dad,vvdn,1,4.0,2024-02-07t14:40:00.000,2024-02-07t14:40:00.000,2024-02-07t14:43:00.000,2024-02-07t14:43:00.000,2024-02-07t14:43:00.000,han,vvnb,t1,2024-02-07t16:05:00.000,2024-02-07t15:45:00.000,cambodia angkor air,k6,khv,3170,k63170,khv3170,vietnam airlines,vn,hvn,170,vn170,hvn170,,,,,,,,
departure,active,dad,vvdn,1,4.0,2024-02-07t14:40:00.000,2024-02-07t14:40:00.000,2024-02-07t14:43:00.000,2024-02-07t14:43:00.000,2024-02-07t14:43:00.000,han,vvnb,t1,2024-02-07t16:05:00.000,2024-02-07t15:45:00.000,air france,af,afr,3316,af3316,afr3316,vietnam airlines,vn,hvn,170,vn170,hvn170,,,,,,,,
departure,active,dad,vvdn,1,4.0,2024-02-07t14:40:00.000,2024-02-07t14:40:00.000,2024-02-07t14:43:00.000,2024-02-07t14:43:00.000,2024-02-07t14:43:00.000,han,vvnb,t1,2024-02-07t16:05:00.000,2024-02-07t15:45:00.000,vietnam airlines,vn,hvn,170,vn170,hvn170,,,,,,,,,,,,,,
departure,active,dad,vvdn,,25.0,2024-02-07t14:45:00.000,2024-02-07t14:56:00.000,2024-02-07t15:09:00.000,2024-02-07t15:09:00.000,2024-02-07t15:09:00.000,icn,rksi,1,2024-02-07t21:05:00.000,2024-02-07t20:54:00.000,,h1,h1,9876,h19876,h19876,jeju air,7c,jja,2902,7c2902,jja2902,15,,3,,,,,
departure,active,dad,vvdn,,25.0,2024-02-07t14:45:00.000,2024-02-07t14:56:00.000,2024-02-07t15:09:00.000,2024-02-07t15:09:00.000,2024-02-07t15:09:00.000,icn,rksi,1,2024-02-07t21:05:00.000,2024-02-07t20:54:00.000,jeju air,7c,jja,2902,7c2902,jja2902,,,,,,,15,,3,,,,,
departure,active,dad,vvdn,2,10.0,2024-02-07t15:10:00.000,2024-02-07t15:10:00.000,2024-02-07t15:19:00.000,2024-02-07t15:19:00.000,2024-02-07t15:19:00.000,icn,rksi,1,2024-02-07t21:30:00.000,2024-02-07t21:09:00.000,,a1,a1,2874,a12874,a12874,vietjet air,vj,vjc,874,vj874,vjc874,103,,8,,,,,
departure,active,dad,vvdn,2,10.0,2024-02-07t15:10:00.000,2024-02-07t15:10:00.000,2024-02-07t15:19:00.000,2024-02-07t15:19:00.000,2024-02-07t15:19:00.000,icn,rksi,1,2024-02-07t21:30:00.000,2024-02-07t21:09:00.000,flexflight,w2,fxt,4874,w24874,fxt4874,vietjet air,vj,vjc,874,vj874,vjc874,103,,8,,,,,
departure,active,dad,vvdn,2,10.0,2024-02-07t15:10:00.000,2024-02-07t15:10:00.000,2024-02-07t15:19:00.000,2024-02-07t15:19:00.000,2024-02-07t15:19:00.000,icn,rksi,1,2024-02-07t21:30:00.000,2024-02-07t21:09:00.000,,h1,h1,4180,h14180,h14180,vietjet air,vj,vjc,874,vj874,vjc874,103,,8,,,,,
departure,active,dad,vvdn,2,10.0,2024-02-07t15:10:00.000,2024-02-07t15:10:00.000,2024-02-07t15:19:00.000,2024-02-07t15:19:00.000,2024-02-07t15:19:00.000,icn,rksi,1,2024-02-07t21:30:00.000,2024-02-07t21:09:00.000,vietjet air,vj,vjc,874,vj874,vjc874,,,,,,,103,,8,,,,,
departure,unknown,dad,vvdn,2,,2024-02-07t15:15:00.000,,,,,han,vvnb,t1,2024-02-07t16:35:00.000,,jet linx aviation,jl,jtl,5770,jl5770,jtl5770,vietjet air,vj,vjc,512,vj512,vjc512,,,,,,,,
departure,unknown,dad,vvdn,2,,2024-02-07t15:15:00.000,,,,,han,vvnb,t1,2024-02-07t16:35:00.000,,,a1,a1,2512,a12512,a12512,vietjet air,vj,vjc,512,vj512,vjc512,,,,,,,,
departure,unknown,dad,vvdn,2,,2024-02-07t15:15:00.000,,,,,han,vvnb,t1,2024-02-07t16:35:00.000,,flexflight,w2,fxt,4512,w24512,fxt4512,vietjet air,vj,vjc,512,vj512,vjc512,,,,,,,,
departure,unknown,dad,vvdn,2,,2024-02-07t15:15:00.000,,,,,han,vvnb,t1,2024-02-07t16:35:00.000,,,h1,h1,4072,h14072,h14072,vietjet air,vj,vjc,512,vj512,vjc512,,,,,,,,
departure,unknown,dad,vvdn,2,,2024-02-07t15:15:00.000,,,,,han,vvnb,t1,2024-02-07t16:35:00.000,,vietjet air,vj,vjc,512,vj512,vjc512,,,,,,,,,,,,,,
departure,active,dad,vvdn,1,,2024-02-07t15:20:00.000,2024-02-07t13:53:00.000,,,,sgn,vvts,1,2024-02-07t17:05:00.000,,cambodia angkor air,k6,khv,3131,k63131,khv3131,jsc avion express,x9,nvd,131,x9131,nvd131,,,,,,,,
departure,active,dad,vvdn,1,,2024-02-07t15:20:00.000,2024-02-07t13:53:00.000,,,,sgn,vvts,1,2024-02-07t17:05:00.000,,jsc avion express,x9,nvd,131,x9131,nvd131,,,,,,,,,,,,,,
departure,active,dad,vvdn,1,20.0,2024-02-07t15:40:00.000,2024-02-07t15:40:00.000,2024-02-07t15:59:00.000,2024-02-07t15:59:00.000,2024-02-07t15:59:00.000,hph,vvci,,2024-02-07t17:15:00.000,2024-02-07t16:55:00.000,vietnam airlines,vn,hvn,1672,vn1672,hvn1672,,,,,,,,,,,,,,
departure,active,dad,vvdn,2,24.0,2024-02-07t15:45:00.000,,2024-02-07t16:08:00.000,2024-02-07t16:08:00.000,2024-02-07t16:08:00.000,kul,wmkk,2,2024-02-07t19:40:00.000,2024-02-07t19:35:00.000,airasia,ak,axm,641,ak641,axm641,,,,,,,,,,,,,,
departure,active,dad,vvdn,2,12.0,2024-02-07t15:45:00.000,2024-02-07t15:43:00.000,2024-02-07t15:57:00.000,2024-02-07t15:57:00.000,2024-02-07t15:57:00.000,icn,rksi,2,2024-02-07t22:05:00.000,2024-02-07t21:37:00.000,delta air lines,dl,dal,9047,dl9047,dal9047,korean air,ke,kal,458,ke458,kal458,248,,4,,,,,
departure,active,dad,vvdn,2,12.0,2024-02-07t15:45:00.000,2024-02-07t15:43:00.000,2024-02-07t15:57:00.000,2024-02-07t15:57:00.000,2024-02-07t15:57:00.000,icn,rksi,2,2024-02-07t22:05:00.000,2024-02-07t21:37:00.000,vietnam airlines,vn,hvn,3442,vn3442,hvn3442,korean air,ke,kal,458,ke458,kal458,248,,4,,,,,
departure,active,dad,vvdn,2,12.0,2024-02-07t15:45:00.000,2024-02-07t15:43:00.000,2024-02-07t15:57:00.000,2024-02-07t15:57:00.000,2024-02-07t15:57:00.000,icn,rksi,2,2024-02-07t22:05:00.000,2024-02-07t21:37:00.000,korean air,ke,kal,458,ke458,kal458,,,,,,,248,,4,,,,,
departure,active,dad,vvdn,1,25.0,2024-02-07t15:50:00.000,2024-02-07t16:03:00.000,2024-02-07t16:14:00.000,2024-02-07t16:14:00.000,2024-02-07t16:14:00.000,han,vvnb,t1,2024-02-07t16:55:00.000,2024-02-07t17:16:00.000,cambodia angkor air,k6,khv,3174,k63174,khv3174,vietnam airlines,vn,hvn,174,vn174,hvn174,,22.0,,,,,,
departure,active,dad,vvdn,1,25.0,2024-02-07t15:50:00.000,2024-02-07t16:03:00.000,2024-02-07t16:14:00.000,2024-02-07t16:14:00.000,2024-02-07t16:14:00.000,han,vvnb,t1,2024-02-07t16:55:00.000,2024-02-07t17:16:00.000,vietnam airlines,vn,hvn,174,vn174,hvn174,,,,,,,,22.0,,,,,,
departure,active,dad,vvdn,2,22.0,2024-02-07t16:30:00.000,2024-02-07t16:30:00.000,2024-02-07t16:51:00.000,2024-02-07t16:51:00.000,2024-02-07t16:51:00.000,sin,wsss,2,2024-02-07t20:30:00.000,2024-02-07t20:20:00.000,lufthansa,lh,dlh,7203,lh7203,dlh7203,singapore airlines,sq,sia,173,sq173,sia173,,,,,,,,
departure,active,dad,vvdn,2,22.0,2024-02-07t16:30:00.000,2024-02-07t16:30:00.000,2024-02-07t16:51:00.000,2024-02-07t16:51:00.000,2024-02-07t16:51:00.000,sin,wsss,2,2024-02-07t20:30:00.000,2024-02-07t20:20:00.000,swiss,lx,swr,9007,lx9007,swr9007,singapore airlines,sq,sia,173,sq173,sia173,,,,,,,,
departure,active,dad,vvdn,2,22.0,2024-02-07t16:30:00.000,2024-02-07t16:30:00.000,2024-02-07t16:51:00.000,2024-02-07t16:51:00.000,2024-02-07t16:51:00.000,sin,wsss,2,2024-02-07t20:30:00.000,2024-02-07t20:20:00.000,air new zealand,nz,anz,3469,nz3469,anz3469,singapore airlines,sq,sia,173,sq173,sia173,,,,,,,,
departure,active,dad,vvdn,2,22.0,2024-02-07t16:30:00.000,2024-02-07t16:30:00.000,2024-02-07t16:51:00.000,2024-02-07t16:51:00.000,2024-02-07t16:51:00.000,sin,wsss,2,2024-02-07t20:30:00.000,2024-02-07t20:20:00.000,virgin australia,va,voz,5487,va5487,voz5487,singapore airlines,sq,sia,173,sq173,sia173,,,,,,,,
departure,active,dad,vvdn,2,22.0,2024-02-07t16:30:00.000,2024-02-07t16:30:00.000,2024-02-07t16:51:00.000,2024-02-07t16:51:00.000,2024-02-07t16:51:00.000,sin,wsss,2,2024-02-07t20:30:00.000,2024-02-07t20:20:00.000,singapore airlines,sq,sia,173,sq173,sia173,,,,,,,,,,,,,,
departure,active,dad,vvdn,2,3.0,2024-02-07t16:40:00.000,2024-02-07t16:40:00.000,2024-02-07t16:42:00.000,2024-02-07t16:42:00.000,2024-02-07t16:42:00.000,tpe,rctp,1,2024-02-07t20:20:00.000,2024-02-07t19:50:00.000,bamboo airways,qh,bav,9550,qh9550,bav9550,,,,,,,b1r,,5,,,,,
departure,active,dad,vvdn,1,24.0,2024-02-07t16:40:00.000,,2024-02-07t17:04:00.000,2024-02-07t17:04:00.000,2024-02-07t17:04:00.000,sgn,vvts,1,2024-02-07t18:05:00.000,2024-02-07t18:05:00.000,jet linx aviation,jl,jtl,5760,jl5760,jtl5760,vietjet air,vj,vjc,633,vj633,vjc633,,1.0,,,,,,
departure,active,dad,vvdn,1,24.0,2024-02-07t16:40:00.000,,2024-02-07t17:04:00.000,2024-02-07t17:04:00.000,2024-02-07t17:04:00.000,sgn,vvts,1,2024-02-07t18:05:00.000,2024-02-07t18:05:00.000,,a1,a1,2633,a12633,a12633,vietjet air,vj,vjc,633,vj633,vjc633,,1.0,,,,,,
departure,active,dad,vvdn,1,24.0,2024-02-07t16:40:00.000,,2024-02-07t17:04:00.000,2024-02-07t17:04:00.000,2024-02-07t17:04:00.000,sgn,vvts,1,2024-02-07t18:05:00.000,2024-02-07t18:05:00.000,flexflight,w2,fxt,4633,w24633,fxt4633,vietjet air,vj,vjc,633,vj633,vjc633,,1.0,,,,,,
departure,active,dad,vvdn,1,24.0,2024-02-07t16:40:00.000,,2024-02-07t17:04:00.000,2024-02-07t17:04:00.000,2024-02-07t17:04:00.000,sgn,vvts,1,2024-02-07t18:05:00.000,2024-02-07t18:05:00.000,,h1,h1,4167,h14167,h14167,vietjet air,vj,vjc,633,vj633,vjc633,,1.0,,,,,,
departure,active,dad,vvdn,1,24.0,2024-02-07t16:40:00.000,,2024-02-07t17:04:00.000,2024-02-07t17:04:00.000,2024-02-07t17:04:00.000,sgn,vvts,1,2024-02-07t18:05:00.000,2024-02-07t18:05:00.000,vietjet air,vj,vjc,633,vj633,vjc633,,,,,,,,1.0,,,,,,
departure,active,dad,vvdn,2,12.0,2024-02-07t17:20:00.000,2024-02-07t17:20:00.000,2024-02-07t17:32:00.000,2024-02-07t17:32:00.000,2024-02-07t17:32:00.000,sai,vdsa,,2024-02-07t19:20:00.000,2024-02-07t19:13:00.000,vietnam airlines,vn,hvn,3829,vn3829,hvn3829,cambodia angkor air,k6,khv,841,k6841,khv841,,,,,,,,
departure,active,dad,vvdn,2,12.0,2024-02-07t17:20:00.000,2024-02-07t17:20:00.000,2024-02-07t17:32:00.000,2024-02-07t17:32:00.000,2024-02-07t17:32:00.000,sai,vdsa,,2024-02-07t19:20:00.000,2024-02-07t19:13:00.000,cambodia angkor air,k6,khv,841,k6841,khv841,,,,,,,,,,,,,,
departure,active,dad,vvdn,2,,2024-02-07t17:30:00.000,2024-02-07t17:30:00.000,2024-02-07t17:29:00.000,2024-02-07t17:29:00.000,2024-02-07t17:29:00.000,hkg,vhhh,1,2024-02-07t20:15:00.000,2024-02-07t19:48:00.000,,h1,h1,4000,h14000,h14000,vietjet air,vj,vjc,966,vj966,vjc966,,,8,,,,,
departure,active,dad,vvdn,2,,2024-02-07t17:30:00.000,2024-02-07t17:30:00.000,2024-02-07t17:29:00.000,2024-02-07t17:29:00.000,2024-02-07t17:29:00.000,hkg,vhhh,1,2024-02-07t20:15:00.000,2024-02-07t19:48:00.000,,a1,a1,2966,a12966,a12966,vietjet air,vj,vjc,966,vj966,vjc966,,,8,,,,,
departure,active,dad,vvdn,2,,2024-02-07t17:30:00.000,2024-02-07t17:30:00.000,2024-02-07t17:29:00.000,2024-02-07t17:29:00.000,2024-02-07t17:29:00.000,hkg,vhhh,1,2024-02-07t20:15:00.000,2024-02-07t19:48:00.000,flexflight,w2,fxt,4966,w24966,fxt4966,vietjet air,vj,vjc,966,vj966,vjc966,,,8,,,,,
departure,active,dad,vvdn,2,,2024-02-07t17:30:00.000,2024-02-07t17:30:00.000,2024-02-07t17:29:00.000,2024-02-07t17:29:00.000,2024-02-07t17:29:00.000,hkg,vhhh,1,2024-02-07t20:15:00.000,2024-02-07t19:48:00.000,vietjet air,vj,vjc,966,vj966,vjc966,,,,,,,,,8,,,,,
departure,active,dad,vvdn,1,12.0,2024-02-07t17:30:00.000,2024-02-07t17:30:00.000,2024-02-07t17:41:00.000,2024-02-07t17:41:00.000,2024-02-07t17:41:00.000,han,vvnb,t1,2024-02-07t19:05:00.000,2024-02-07t18:44:00.000,cambodia angkor air,k6,khv,3178,k63178,khv3178,vietnam airlines,vn,hvn,178,vn178,hvn178,,,,,,,,
departure,active,dad,vvdn,1,12.0,2024-02-07t17:30:00.000,2024-02-07t17:30:00.000,2024-02-07t17:41:00.000,2024-02-07t17:41:00.000,2024-02-07t17:41:00.000,han,vvnb,t1,2024-02-07t19:05:00.000,2024-02-07t18:44:00.000,vietnam airlines,vn,hvn,178,vn178,hvn178,,,,,,,,,,,,,,
departure,active,dad,vvdn,1,44.0,2024-02-07t17:35:00.000,2024-02-07t17:35:00.000,2024-02-07t18:19:00.000,2024-02-07t18:19:00.000,2024-02-07t18:19:00.000,sgn,vvts,1,2024-02-07t19:15:00.000,,ana,nh,ana,9733,nh9733,ana9733,vietnam airlines,vn,hvn,135,vn135,hvn135,,,,,,,,
departure,active,dad,vvdn,1,44.0,2024-02-07t17:35:00.000,2024-02-07t17:35:00.000,2024-02-07t18:19:00.000,2024-02-07t18:19:00.000,2024-02-07t18:19:00.000,sgn,vvts,1,2024-02-07t19:15:00.000,,cambodia angkor air,k6,khv,3135,k63135,khv3135,vietnam airlines,vn,hvn,135,vn135,hvn135,,,,,,,,
departure,active,dad,vvdn,1,44.0,2024-02-07t17:35:00.000,2024-02-07t17:35:00.000,2024-02-07t18:19:00.000,2024-02-07t18:19:00.000,2024-02-07t18:19:00.000,sgn,vvts,1,2024-02-07t19:15:00.000,,vietnam airlines,vn,hvn,135,vn135,hvn135,,,,,,,,,,,,,,
departure,active,dad,vvdn,2,32.0,2024-02-07t18:10:00.000,2024-02-07t18:29:00.000,2024-02-07t18:42:00.000,2024-02-07t18:42:00.000,2024-02-07t18:42:00.000,hkg,vhhh,1,2024-02-07t21:00:00.000,2024-02-07t21:02:00.000,cathay pacific,cx,cpa,5559,cx5559,cpa5559,hong kong express,uo,hke,559,uo559,hke559,,3.0,16,,,,,
departure,active,dad,vvdn,2,32.0,2024-02-07t18:10:00.000,2024-02-07t18:29:00.000,2024-02-07t18:42:00.000,2024-02-07t18:42:00.000,2024-02-07t18:42:00.000,hkg,vhhh,1,2024-02-07t21:00:00.000,2024-02-07t21:02:00.000,hong kong express,uo,hke,559,uo559,hke559,,,,,,,,3.0,16,,,,,
departure,active,dad,vvdn,2,16.0,2024-02-07t18:10:00.000,2024-02-07t18:26:00.000,,,,bkk,vtbs,,2024-02-07t19:55:00.000,,vietjet air,vj,vjc,963,vj963,vjc963,,,,,,,,,,,,,,
departure,active,dad,vvdn,1,41.0,2024-02-07t18:15:00.000,,2024-02-07t18:55:00.000,2024-02-07t18:55:00.000,2024-02-07t18:55:00.000,sgn,vvts,1,2024-02-07t19:55:00.000,2024-02-07t20:00:00.000,bamboo airways,qh,bav,171,qh171,bav171,,,,,,,,6.0,,,,,,
departure,active,dad,vvdn,1,,2024-02-07t18:15:00.000,2024-02-07t18:15:00.000,,,,sgn,vvts,1,2024-02-07t20:00:00.000,,cambodia angkor air,k6,khv,3139,k63139,khv3139,vietnam airlines,vn,hvn,139,vn139,hvn139,,,,,,,,
departure,active,dad,vvdn,1,,2024-02-07t18:15:00.000,2024-02-07t18:15:00.000,,,,sgn,vvts,1,2024-02-07t20:00:00.000,,vietnam airlines,vn,hvn,139,vn139,hvn139,,,,,,,,,,,,,,
departure,unknown,dad,vvdn,1,,2024-02-07t18:25:00.000,,,,,han,vvnb,t1,2024-02-07t19:55:00.000,,cambodia angkor air,k6,khv,3182,k63182,khv3182,vietnam airlines,vn,hvn,182,vn182,hvn182,,,,,,,,
departure,unknown,dad,vvdn,1,,2024-02-07t18:25:00.000,,,,,han,vvnb,t1,2024-02-07t19:55:00.000,,vietnam airlines,vn,hvn,182,vn182,hvn182,,,,,,,,,,,,,,
departure,unknown,dad,vvdn,1,,2024-02-07t18:30:00.000,,,,,sgn,vvts,1,2024-02-07t19:40:00.000,,vietnam airlines,vn,hvn,7129,vn7129,hvn7129,,,,,,,,,,,,,,
departure,active,dad,vvdn,,44.0,2024-02-07t18:40:00.000,2024-02-07t19:06:00.000,2024-02-07t19:24:00.000,2024-02-07t19:24:00.000,2024-02-07t19:24:00.000,tpe,rctp,1,2024-02-07t22:30:00.000,2024-02-07t22:24:00.000,tigerair taiwan,it,ttw,552,it552,ttw552,,,,,,,b1r,,3b,g6,,,,
departure,active,dad,vvdn,1,28.0,2024-02-07t18:40:00.000,2024-02-07t18:40:00.000,2024-02-07t19:08:00.000,2024-02-07t19:08:00.000,2024-02-07t19:08:00.000,han,vvnb,t1,2024-02-07t20:00:00.000,2024-02-07t20:11:00.000,bamboo airways,qh,bav,124,qh124,bav124,,,,,,,,11.0,,,,,,
departure,active,dad,vvdn,2,22.0,2024-02-07t18:50:00.000,,2024-02-07t19:11:00.000,2024-02-07t19:11:00.000,2024-02-07t19:11:00.000,dmk,vtbd,1,2024-02-07t20:35:00.000,2024-02-07t20:30:00.000,airasia,ak,axm,639,ak639,axm639,,,,,,,,,,,,,,
departure,active,dad,vvdn,2,55.0,2024-02-07t18:55:00.000,2024-02-07t19:50:00.000,,,,tpe,rctp,2,2024-02-07t22:30:00.000,,starlux,jx,sjx,704,jx704,sjx704,,,,,,,d2,,2,,,,,
departure,unknown,dad,vvdn,1,,2024-02-07t19:20:00.000,,,,,sgn,vvts,1,2024-02-07t20:35:00.000,,,a1,a1,2635,a12635,a12635,vietjet air,vj,vjc,635,vj635,vjc635,,,,,,,,
