error,type,status,departure.iataCode,departure.icaoCode,departure.terminal,departure.scheduledTime,departure.estimatedTime,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,departure.delay,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.estimatedTime,arrival.delay,departure.gate,arrival.gate,arrival.terminal,arrival.baggage
date_from < 1 year from current date!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,arrival,landed,pus,rkpk,i,2024-01-25t07:35:00.000,2024-01-25t09:20:00.000,pqc,vvpq,2024-01-25t11:05:00.000,,a1,a1,2969,a12969,a12969,vietjet air,vj,vjc,969,vj969,vjc969,112.0,2024-01-25t09:27:00.000,2024-01-25t09:27:00.000,2024-01-25t09:27:00.000,,,,2024-01-25t12:52:00.000,107.0,,,,
,arrival,landed,pus,rkpk,i,2024-01-25t07:35:00.000,2024-01-25t09:20:00.000,pqc,vvpq,2024-01-25t11:05:00.000,flexflight,w2,fxt,4969,w24969,fxt4969,vietjet air,vj,vjc,969,vj969,vjc969,112.0,2024-01-25t09:27:00.000,2024-01-25t09:27:00.000,2024-01-25t09:27:00.000,,,,2024-01-25t12:52:00.000,107.0,,,,
,arrival,landed,pus,rkpk,i,2024-01-25t07:35:00.000,2024-01-25t09:20:00.000,pqc,vvpq,2024-01-25t11:05:00.000,vietjet air,vj,vjc,969,vj969,vjc969,,,,,,,112.0,2024-01-25t09:27:00.000,2024-01-25t09:27:00.000,2024-01-25t09:27:00.000,,,,2024-01-25t12:52:00.000,107.0,,,,
,arrival,landed,sgn,vvts,1,2024-01-25t10:15:00.000,2024-01-25t10:15:00.000,pqc,vvpq,2024-01-25t11:15:00.000,,a1,a1,2323,a12323,a12323,freebird airlines,fh,fhy,323,fh323,fhy323,35.0,2024-01-25t10:49:00.000,2024-01-25t10:49:00.000,2024-01-25t10:49:00.000,2024-01-25t11:28:00.000,2024-01-25t11:28:00.000,2024-01-25t11:28:00.000,2024-01-25t11:28:00.000,14.0,,,,
,arrival,landed,sgn,vvts,1,2024-01-25t10:15:00.000,2024-01-25t10:15:00.000,pqc,vvpq,2024-01-25t11:15:00.000,flexflight,w2,fxt,4323,w24323,fxt4323,freebird airlines,fh,fhy,323,fh323,fhy323,35.0,2024-01-25t10:49:00.000,2024-01-25t10:49:00.000,2024-01-25t10:49:00.000,2024-01-25t11:28:00.000,2024-01-25t11:28:00.000,2024-01-25t11:28:00.000,2024-01-25t11:28:00.000,14.0,,,,
,arrival,landed,sgn,vvts,1,2024-01-25t10:15:00.000,2024-01-25t10:15:00.000,pqc,vvpq,2024-01-25t11:15:00.000,,h1,h1,4394,h14394,h14394,freebird airlines,fh,fhy,323,fh323,fhy323,35.0,2024-01-25t10:49:00.000,2024-01-25t10:49:00.000,2024-01-25t10:49:00.000,2024-01-25t11:28:00.000,2024-01-25t11:28:00.000,2024-01-25t11:28:00.000,2024-01-25t11:28:00.000,14.0,,,,
,arrival,landed,sgn,vvts,1,2024-01-25t10:15:00.000,2024-01-25t10:15:00.000,pqc,vvpq,2024-01-25t11:15:00.000,freebird airlines,fh,fhy,323,fh323,fhy323,,,,,,,35.0,2024-01-25t10:49:00.000,2024-01-25t10:49:00.000,2024-01-25t10:49:00.000,2024-01-25t11:28:00.000,2024-01-25t11:28:00.000,2024-01-25t11:28:00.000,2024-01-25t11:28:00.000,14.0,,,,
,arrival,landed,sgn,vvts,1,2024-01-25t10:50:00.000,2024-01-25t10:50:00.000,pqc,vvpq,2024-01-25t12:10:00.000,vietnam airlines,vn,hvn,1825,vn1825,hvn1825,,,,,,,30.0,2024-01-25t11:19:00.000,2024-01-25t11:19:00.000,2024-01-25t11:19:00.000,2024-01-25t11:56:00.000,2024-01-25t11:56:00.000,2024-01-25t11:56:00.000,2024-01-25t11:55:00.000,,,,,
,arrival,landed,han,vvnb,t1,2024-01-25t10:50:00.000,,pqc,vvpq,2024-01-25t12:55:00.000,,a1,a1,2453,a12453,a12453,vietjet air,vj,vjc,453,vj453,vjc453,23.0,2024-01-25t11:12:00.000,2024-01-25t11:12:00.000,2024-01-25t11:12:00.000,2024-01-25t13:01:00.000,2024-01-25t13:01:00.000,2024-01-25t13:01:00.000,2024-01-25t12:56:00.000,6.0,,,,
,arrival,landed,han,vvnb,t1,2024-01-25t10:50:00.000,,pqc,vvpq,2024-01-25t12:55:00.000,flexflight,w2,fxt,4453,w24453,fxt4453,vietjet air,vj,vjc,453,vj453,vjc453,23.0,2024-01-25t11:12:00.000,2024-01-25t11:12:00.000,2024-01-25t11:12:00.000,2024-01-25t13:01:00.000,2024-01-25t13:01:00.000,2024-01-25t13:01:00.000,2024-01-25t12:56:00.000,6.0,,,,
,arrival,landed,han,vvnb,t1,2024-01-25t10:50:00.000,,pqc,vvpq,2024-01-25t12:55:00.000,,h1,h1,4494,h14494,h14494,vietjet air,vj,vjc,453,vj453,vjc453,23.0,2024-01-25t11:12:00.000,2024-01-25t11:12:00.000,2024-01-25t11:12:00.000,2024-01-25t13:01:00.000,2024-01-25t13:01:00.000,2024-01-25t13:01:00.000,2024-01-25t12:56:00.000,6.0,,,,
,arrival,landed,han,vvnb,t1,2024-01-25t10:50:00.000,,pqc,vvpq,2024-01-25t12:55:00.000,vietjet air,vj,vjc,453,vj453,vjc453,,,,,,,23.0,2024-01-25t11:12:00.000,2024-01-25t11:12:00.000,2024-01-25t11:12:00.000,2024-01-25t13:01:00.000,2024-01-25t13:01:00.000,2024-01-25t13:01:00.000,2024-01-25t12:56:00.000,6.0,,,,
,arrival,unknown,sgn,vvts,1,2024-01-25t12:20:00.000,2024-01-25t12:20:00.000,pqc,vvpq,2024-01-25t13:20:00.000,,a1,a1,2325,a12325,a12325,vietjet air,vj,vjc,325,vj325,vjc325,,,,,,,,,,,,,
,arrival,unknown,sgn,vvts,1,2024-01-25t12:20:00.000,2024-01-25t12:20:00.000,pqc,vvpq,2024-01-25t13:20:00.000,flexflight,w2,fxt,4325,w24325,fxt4325,vietjet air,vj,vjc,325,vj325,vjc325,,,,,,,,,,,,,
,arrival,unknown,sgn,vvts,1,2024-01-25t12:20:00.000,2024-01-25t12:20:00.000,pqc,vvpq,2024-01-25t13:20:00.000,,h1,h1,4322,h14322,h14322,vietjet air,vj,vjc,325,vj325,vjc325,,,,,,,,,,,,,
,arrival,unknown,sgn,vvts,1,2024-01-25t12:20:00.000,2024-01-25t12:20:00.000,pqc,vvpq,2024-01-25t13:20:00.000,vietjet air,vj,vjc,325,vj325,vjc325,,,,,,,,,,,,,,,,,,,
,arrival,landed,sgn,vvts,1,2024-01-25t12:30:00.000,2024-01-25t12:30:00.000,pqc,vvpq,2024-01-25t13:35:00.000,jsc avion express,x9,nvd,6517,x96517,nvd6517,,,,,,,50.0,2024-01-25t13:20:00.000,2024-01-25t13:20:00.000,2024-01-25t13:20:00.000,,,,2024-01-25t13:56:00.000,21.0,,,,
,arrival,landed,han,vvnb,t1,2024-01-25t12:15:00.000,,pqc,vvpq,2024-01-25t14:15:00.000,,a1,a1,2457,a12457,a12457,vietjet air,vj,vjc,457,vj457,vjc457,21.0,2024-01-25t12:35:00.000,2024-01-25t12:35:00.000,2024-01-25t12:35:00.000,2024-01-25t14:30:00.000,2024-01-25t14:30:00.000,2024-01-25t14:30:00.000,2024-01-25t14:23:00.000,16.0,,,,
,arrival,landed,han,vvnb,t1,2024-01-25t12:15:00.000,,pqc,vvpq,2024-01-25t14:15:00.000,flexflight,w2,fxt,4457,w24457,fxt4457,vietjet air,vj,vjc,457,vj457,vjc457,21.0,2024-01-25t12:35:00.000,2024-01-25t12:35:00.000,2024-01-25t12:35:00.000,2024-01-25t14:30:00.000,2024-01-25t14:30:00.000,2024-01-25t14:30:00.000,2024-01-25t14:23:00.000,16.0,,,,
,arrival,landed,han,vvnb,t1,2024-01-25t12:15:00.000,,pqc,vvpq,2024-01-25t14:15:00.000,,h1,h1,4493,h14493,h14493,vietjet air,vj,vjc,457,vj457,vjc457,21.0,2024-01-25t12:35:00.000,2024-01-25t12:35:00.000,2024-01-25t12:35:00.000,2024-01-25t14:30:00.000,2024-01-25t14:30:00.000,2024-01-25t14:30:00.000,2024-01-25t14:23:00.000,16.0,,,,
,arrival,landed,han,vvnb,t1,2024-01-25t12:15:00.000,,pqc,vvpq,2024-01-25t14:15:00.000,vietjet air,vj,vjc,457,vj457,vjc457,,,,,,,21.0,2024-01-25t12:35:00.000,2024-01-25t12:35:00.000,2024-01-25t12:35:00.000,2024-01-25t14:30:00.000,2024-01-25t14:30:00.000,2024-01-25t14:30:00.000,2024-01-25t14:23:00.000,16.0,,,,
,arrival,landed,sgn,vvts,1,2024-01-25t13:20:00.000,2024-01-25t13:20:00.000,pqc,vvpq,2024-01-25t14:35:00.000,vietnam airlines,vn,hvn,1827,vn1827,hvn1827,,,,,,,16.0,2024-01-25t13:36:00.000,2024-01-25t13:36:00.000,2024-01-25t13:36:00.000,2024-01-25t14:12:00.000,2024-01-25t14:12:00.000,2024-01-25t14:12:00.000,2024-01-25t14:13:00.000,,,,,
,arrival,landed,sgn,vvts,1,2024-01-25t15:30:00.000,2024-01-25t15:30:00.000,pqc,vvpq,2024-01-25t16:35:00.000,,a1,a1,2329,a12329,a12329,vietjet air,vj,vjc,329,vj329,vjc329,35.0,2024-01-25t16:04:00.000,2024-01-25t16:04:00.000,2024-01-25t16:04:00.000,2024-01-25t16:42:00.000,2024-01-25t16:42:00.000,2024-01-25t16:42:00.000,2024-01-25t16:39:00.000,8.0,,,,
,arrival,landed,sgn,vvts,1,2024-01-25t15:30:00.000,2024-01-25t15:30:00.000,pqc,vvpq,2024-01-25t16:35:00.000,flexflight,w2,fxt,4329,w24329,fxt4329,vietjet air,vj,vjc,329,vj329,vjc329,35.0,2024-01-25t16:04:00.000,2024-01-25t16:04:00.000,2024-01-25t16:04:00.000,2024-01-25t16:42:00.000,2024-01-25t16:42:00.000,2024-01-25t16:42:00.000,2024-01-25t16:39:00.000,8.0,,,,
,arrival,landed,sgn,vvts,1,2024-01-25t15:30:00.000,2024-01-25t15:30:00.000,pqc,vvpq,2024-01-25t16:35:00.000,,h1,h1,4232,h14232,h14232,vietjet air,vj,vjc,329,vj329,vjc329,35.0,2024-01-25t16:04:00.000,2024-01-25t16:04:00.000,2024-01-25t16:04:00.000,2024-01-25t16:42:00.000,2024-01-25t16:42:00.000,2024-01-25t16:42:00.000,2024-01-25t16:39:00.000,8.0,,,,
,arrival,landed,sgn,vvts,1,2024-01-25t15:30:00.000,2024-01-25t15:30:00.000,pqc,vvpq,2024-01-25t16:35:00.000,vietjet air,vj,vjc,329,vj329,vjc329,,,,,,,35.0,2024-01-25t16:04:00.000,2024-01-25t16:04:00.000,2024-01-25t16:04:00.000,2024-01-25t16:42:00.000,2024-01-25t16:42:00.000,2024-01-25t16:42:00.000,2024-01-25t16:39:00.000,8.0,,,,
,arrival,landed,sgn,vvts,1,2024-01-25t15:35:00.000,2024-01-25t15:35:00.000,pqc,vvpq,2024-01-25t16:45:00.000,vietnam airlines,vn,hvn,1829,vn1829,hvn1829,,,,,,,25.0,2024-01-25t15:59:00.000,2024-01-25t15:59:00.000,2024-01-25t15:59:00.000,2024-01-25t16:35:00.000,2024-01-25t16:35:00.000,2024-01-25t16:35:00.000,2024-01-25t16:33:00.000,,,,,
,arrival,landed,tpe,rctp,1,2024-01-25t14:00:00.000,2024-01-25t14:00:00.000,pqc,vvpq,2024-01-25t16:50:00.000,,h1,h1,4272,h14272,h14272,vietjet air,vj,vjc,845,vj845,vjc845,24.0,2024-01-25t14:24:00.000,2024-01-25t14:24:00.000,2024-01-25t14:24:00.000,2024-01-25t17:01:00.000,2024-01-25t17:01:00.000,2024-01-25t17:01:00.000,2024-01-25t16:59:00.000,12.0,b1r,,,
,arrival,landed,tpe,rctp,1,2024-01-25t14:00:00.000,2024-01-25t14:00:00.000,pqc,vvpq,2024-01-25t16:50:00.000,,a1,a1,2845,a12845,a12845,vietjet air,vj,vjc,845,vj845,vjc845,24.0,2024-01-25t14:24:00.000,2024-01-25t14:24:00.000,2024-01-25t14:24:00.000,2024-01-25t17:01:00.000,2024-01-25t17:01:00.000,2024-01-25t17:01:00.000,2024-01-25t16:59:00.000,12.0,b1r,,,
,arrival,landed,tpe,rctp,1,2024-01-25t14:00:00.000,2024-01-25t14:00:00.000,pqc,vvpq,2024-01-25t16:50:00.000,flexflight,w2,fxt,4845,w24845,fxt4845,vietjet air,vj,vjc,845,vj845,vjc845,24.0,2024-01-25t14:24:00.000,2024-01-25t14:24:00.000,2024-01-25t14:24:00.000,2024-01-25t17:01:00.000,2024-01-25t17:01:00.000,2024-01-25t17:01:00.000,2024-01-25t16:59:00.000,12.0,b1r,,,
,arrival,landed,tpe,rctp,1,2024-01-25t14:00:00.000,2024-01-25t14:00:00.000,pqc,vvpq,2024-01-25t16:50:00.000,vietjet air,vj,vjc,845,vj845,vjc845,,,,,,,24.0,2024-01-25t14:24:00.000,2024-01-25t14:24:00.000,2024-01-25t14:24:00.000,2024-01-25t17:01:00.000,2024-01-25t17:01:00.000,2024-01-25t17:01:00.000,2024-01-25t16:59:00.000,12.0,b1r,,,
,arrival,unknown,sgn,vvts,,2024-01-25t17:05:00.000,,pqc,vvpq,2024-01-25t18:10:00.000,vietravel airlines,vu,vag,303,vu303,vag303,,,,,,,,,,,,,,,,,,,
,arrival,unknown,hkg,vhhh,1,2024-01-25t16:40:00.000,2024-01-25t19:20:00.000,pqc,vvpq,2024-01-25t18:25:00.000,,h1,h1,4064,h14064,h14064,vietjet air,vj,vjc,985,vj985,vjc985,160.0,,,,,,,,,28,,,
,arrival,unknown,hkg,vhhh,1,2024-01-25t16:40:00.000,2024-01-25t19:20:00.000,pqc,vvpq,2024-01-25t18:25:00.000,,a1,a1,2985,a12985,a12985,vietjet air,vj,vjc,985,vj985,vjc985,160.0,,,,,,,,,28,,,
,arrival,unknown,hkg,vhhh,1,2024-01-25t16:40:00.000,2024-01-25t19:20:00.000,pqc,vvpq,2024-01-25t18:25:00.000,flexflight,w2,fxt,4985,w24985,fxt4985,vietjet air,vj,vjc,985,vj985,vjc985,160.0,,,,,,,,,28,,,
,arrival,unknown,hkg,vhhh,1,2024-01-25t16:40:00.000,2024-01-25t19:20:00.000,pqc,vvpq,2024-01-25t18:25:00.000,vietjet air,vj,vjc,985,vj985,vjc985,,,,,,,160.0,,,,,,,,,28,,,
,arrival,unknown,sgn,vvts,1,2024-01-25t17:45:00.000,,pqc,vvpq,2024-01-25t18:50:00.000,vietnam airlines,vn,hvn,6521,vn6521,hvn6521,,,,,,,,,,,,,,,,,,,
,arrival,landed,sgn,vvts,1,2024-01-25t18:35:00.000,2024-01-25t18:35:00.000,pqc,vvpq,2024-01-25t19:50:00.000,vietnam airlines,vn,hvn,1835,vn1835,hvn1835,,,,,,,47.0,2024-01-25t19:21:00.000,2024-01-25t19:21:00.000,2024-01-25t19:21:00.000,2024-01-25t20:04:00.000,2024-01-25t20:04:00.000,2024-01-25t20:04:00.000,2024-01-25t20:01:00.000,15.0,,,,
,arrival,landed,icn,rksi,2,2024-01-25t15:45:00.000,2024-01-25t15:45:00.000,pqc,vvpq,2024-01-25t19:50:00.000,delta air lines,dl,dal,7865,dl7865,dal7865,korean air,ke,kal,487,ke487,kal487,44.0,2024-01-25t16:28:00.000,2024-01-25t16:28:00.000,2024-01-25t16:28:00.000,2024-01-25t19:59:00.000,2024-01-25t19:59:00.000,2024-01-25t19:59:00.000,2024-01-25t19:57:00.000,10.0,256,,,
,arrival,landed,icn,rksi,2,2024-01-25t15:45:00.000,2024-01-25t15:45:00.000,pqc,vvpq,2024-01-25t19:50:00.000,vietnam airlines,vn,hvn,3467,vn3467,hvn3467,korean air,ke,kal,487,ke487,kal487,44.0,2024-01-25t16:28:00.000,2024-01-25t16:28:00.000,2024-01-25t16:28:00.000,2024-01-25t19:59:00.000,2024-01-25t19:59:00.000,2024-01-25t19:59:00.000,2024-01-25t19:57:00.000,10.0,256,,,
,arrival,landed,icn,rksi,2,2024-01-25t15:45:00.000,2024-01-25t15:45:00.000,pqc,vvpq,2024-01-25t19:50:00.000,korean air,ke,kal,487,ke487,kal487,,,,,,,44.0,2024-01-25t16:28:00.000,2024-01-25t16:28:00.000,2024-01-25t16:28:00.000,2024-01-25t19:59:00.000,2024-01-25t19:59:00.000,2024-01-25t19:59:00.000,2024-01-25t19:57:00.000,10.0,256,,,
,arrival,landed,icn,rksi,2,2024-01-25t17:25:00.000,2024-01-25t17:22:00.000,pqc,vvpq,2024-01-25t21:20:00.000,jin air,lj,jna,37,lj37,jna37,,,,,,,13.0,2024-01-25t17:37:00.000,2024-01-25t17:37:00.000,2024-01-25t17:37:00.000,2024-01-25t21:19:00.000,2024-01-25t21:19:00.000,2024-01-25t21:19:00.000,2024-01-25t21:17:00.000,,250,,,
,arrival,landed,icn,rksi,1,2024-01-25t20:35:00.000,2024-01-25t21:41:00.000,pqc,vvpq,2024-01-26t00:50:00.000,,h1,h1,9954,h19954,h19954,jeju air,7c,jja,4103,7c4103,jja4103,90.0,2024-01-25t22:04:00.000,2024-01-25t22:04:00.000,2024-01-25t22:04:00.000,,,,2024-01-26t01:48:00.000,59.0,108,,,
,arrival,landed,icn,rksi,1,2024-01-25t20:35:00.000,2024-01-25t21:41:00.000,pqc,vvpq,2024-01-26t00:50:00.000,jeju air,7c,jja,4103,7c4103,jja4103,,,,,,,90.0,2024-01-25t22:04:00.000,2024-01-25t22:04:00.000,2024-01-25t22:04:00.000,,,,2024-01-26t01:48:00.000,59.0,108,,,
,arrival,landed,icn,rksi,1,2024-01-26t01:45:00.000,2024-01-26t01:45:00.000,pqc,vvpq,2024-01-26t05:35:00.000,,a1,a1,2975,a12975,a12975,vietjet air,vj,vjc,975,vj975,vjc975,11.0,2024-01-26t01:56:00.000,2024-01-26t01:56:00.000,2024-01-26t01:56:00.000,2024-01-26t05:26:00.000,2024-01-26t05:26:00.000,2024-01-26t05:26:00.000,2024-01-26t05:24:00.000,,114,,,
,arrival,landed,icn,rksi,1,2024-01-26t01:45:00.000,2024-01-26t01:45:00.000,pqc,vvpq,2024-01-26t05:35:00.000,flexflight,w2,fxt,4975,w24975,fxt4975,vietjet air,vj,vjc,975,vj975,vjc975,11.0,2024-01-26t01:56:00.000,2024-01-26t01:56:00.000,2024-01-26t01:56:00.000,2024-01-26t05:26:00.000,2024-01-26t05:26:00.000,2024-01-26t05:26:00.000,2024-01-26t05:24:00.000,,114,,,
,arrival,landed,icn,rksi,1,2024-01-26t01:45:00.000,2024-01-26t01:45:00.000,pqc,vvpq,2024-01-26t05:35:00.000,,h1,h1,4540,h14540,h14540,vietjet air,vj,vjc,975,vj975,vjc975,11.0,2024-01-26t01:56:00.000,2024-01-26t01:56:00.000,2024-01-26t01:56:00.000,2024-01-26t05:26:00.000,2024-01-26t05:26:00.000,2024-01-26t05:26:00.000,2024-01-26t05:24:00.000,,114,,,
,arrival,landed,icn,rksi,1,2024-01-26t01:45:00.000,2024-01-26t01:45:00.000,pqc,vvpq,2024-01-26t05:35:00.000,vietjet air,vj,vjc,975,vj975,vjc975,,,,,,,11.0,2024-01-26t01:56:00.000,2024-01-26t01:56:00.000,2024-01-26t01:56:00.000,2024-01-26t05:26:00.000,2024-01-26t05:26:00.000,2024-01-26t05:26:00.000,2024-01-26t05:24:00.000,,114,,,
,arrival,landed,icn,rksi,1,2024-01-26t02:10:00.000,2024-01-26t02:10:00.000,pqc,vvpq,2024-01-26t06:10:00.000,,a1,a1,2979,a12979,a12979,vietjet air,vj,vjc,979,vj979,vjc979,14.0,2024-01-26t02:23:00.000,2024-01-26t02:23:00.000,2024-01-26t02:23:00.000,2024-01-26t05:58:00.000,2024-01-26t05:58:00.000,2024-01-26t05:58:00.000,2024-01-26t06:03:00.000,,112,,,
,arrival,landed,icn,rksi,1,2024-01-26t02:10:00.000,2024-01-26t02:10:00.000,pqc,vvpq,2024-01-26t06:10:00.000,flexflight,w2,fxt,4979,w24979,fxt4979,vietjet air,vj,vjc,979,vj979,vjc979,14.0,2024-01-26t02:23:00.000,2024-01-26t02:23:00.000,2024-01-26t02:23:00.000,2024-01-26t05:58:00.000,2024-01-26t05:58:00.000,2024-01-26t05:58:00.000,2024-01-26t06:03:00.000,,112,,,
,arrival,landed,icn,rksi,1,2024-01-26t02:10:00.000,2024-01-26t02:10:00.000,pqc,vvpq,2024-01-26t06:10:00.000,,h1,h1,4150,h14150,h14150,vietjet air,vj,vjc,979,vj979,vjc979,14.0,2024-01-26t02:23:00.000,2024-01-26t02:23:00.000,2024-01-26t02:23:00.000,2024-01-26t05:58:00.000,2024-01-26t05:58:00.000,2024-01-26t05:58:00.000,2024-01-26t06:03:00.000,,112,,,
,arrival,landed,icn,rksi,1,2024-01-26t02:10:00.000,2024-01-26t02:10:00.000,pqc,vvpq,2024-01-26t06:10:00.000,vietjet air,vj,vjc,979,vj979,vjc979,,,,,,,14.0,2024-01-26t02:23:00.000,2024-01-26t02:23:00.000,2024-01-26t02:23:00.000,2024-01-26t05:58:00.000,2024-01-26t05:58:00.000,2024-01-26t05:58:00.000,2024-01-26t06:03:00.000,,112,,,
,arrival,landed,sgn,vvts,1,2024-01-26t06:25:00.000,2024-01-26t06:25:00.000,pqc,vvpq,2024-01-26t07:25:00.000,,a1,a1,2321,a12321,a12321,vietjet air,vj,vjc,321,vj321,vjc321,9.0,2024-01-26t06:33:00.000,2024-01-26t06:33:00.000,2024-01-26t06:33:00.000,2024-01-26t07:10:00.000,2024-01-26t07:10:00.000,2024-01-26t07:10:00.000,2024-01-26t07:06:00.000,,,,,
,arrival,landed,sgn,vvts,1,2024-01-26t06:25:00.000,2024-01-26t06:25:00.000,pqc,vvpq,2024-01-26t07:25:00.000,flexflight,w2,fxt,4321,w24321,fxt4321,vietjet air,vj,vjc,321,vj321,vjc321,9.0,2024-01-26t06:33:00.000,2024-01-26t06:33:00.000,2024-01-26t06:33:00.000,2024-01-26t07:10:00.000,2024-01-26t07:10:00.000,2024-01-26t07:10:00.000,2024-01-26t07:06:00.000,,,,,
,arrival,landed,sgn,vvts,1,2024-01-26t06:25:00.000,2024-01-26t06:25:00.000,pqc,vvpq,2024-01-26t07:25:00.000,,h1,h1,4318,h14318,h14318,vietjet air,vj,vjc,321,vj321,vjc321,9.0,2024-01-26t06:33:00.000,2024-01-26t06:33:00.000,2024-01-26t06:33:00.000,2024-01-26t07:10:00.000,2024-01-26t07:10:00.000,2024-01-26t07:10:00.000,2024-01-26t07:06:00.000,,,,,
,arrival,landed,sgn,vvts,1,2024-01-26t06:25:00.000,2024-01-26t06:25:00.000,pqc,vvpq,2024-01-26t07:25:00.000,vietjet air,vj,vjc,321,vj321,vjc321,,,,,,,9.0,2024-01-26t06:33:00.000,2024-01-26t06:33:00.000,2024-01-26t06:33:00.000,2024-01-26t07:10:00.000,2024-01-26t07:10:00.000,2024-01-26t07:10:00.000,2024-01-26t07:06:00.000,,,,,
,arrival,landed,sgn,vvts,1,2024-01-26t06:35:00.000,2024-01-26t06:25:00.000,pqc,vvpq,2024-01-26t08:00:00.000,vietnam airlines,vn,hvn,1821,vn1821,hvn1821,,,,,,,6.0,2024-01-26t06:40:00.000,2024-01-26t06:40:00.000,2024-01-26t06:40:00.000,2024-01-26t07:18:00.000,2024-01-26t07:18:00.000,2024-01-26t07:18:00.000,,,,,,
,arrival,landed,sgn,vvts,1,2024-01-26t08:20:00.000,2024-01-26t08:20:00.000,pqc,vvpq,2024-01-26t09:30:00.000,vietnam airlines,vn,hvn,1823,vn1823,hvn1823,,,,,,,15.0,2024-01-26t08:34:00.000,2024-01-26t08:34:00.000,2024-01-26t08:34:00.000,2024-01-26t09:11:00.000,2024-01-26t09:11:00.000,2024-01-26t09:11:00.000,2024-01-26t09:10:00.000,,,,,
,arrival,landed,han,vvnb,t1,2024-01-26t08:15:00.000,,pqc,vvpq,2024-01-26t10:30:00.000,air france,af,afr,3320,af3320,afr3320,vietnam airlines,vn,hvn,1237,vn1237,hvn1237,9.0,2024-01-26t08:23:00.000,2024-01-26t08:23:00.000,2024-01-26t08:23:00.000,2024-01-26t10:12:00.000,2024-01-26t10:12:00.000,2024-01-26t10:12:00.000,2024-01-26t10:12:00.000,,,,,
,arrival,landed,han,vvnb,t1,2024-01-26t08:15:00.000,,pqc,vvpq,2024-01-26t10:30:00.000,vietnam airlines,vn,hvn,1237,vn1237,hvn1237,,,,,,,9.0,2024-01-26t08:23:00.000,2024-01-26t08:23:00.000,2024-01-26t08:23:00.000,2024-01-26t10:12:00.000,2024-01-26t10:12:00.000,2024-01-26t10:12:00.000,2024-01-26t10:12:00.000,,,,,
,arrival,landed,bkk,vtbs,,2024-01-26t09:40:00.000,2024-01-26t10:25:00.000,pqc,vvpq,2024-01-26t11:00:00.000,vietjet air,vj,vjc,980,vj980,vjc980,,,,,,,98.0,2024-01-26t11:17:00.000,2024-01-26t11:17:00.000,2024-01-26t11:17:00.000,,,,2024-01-26t11:58:00.000,59.0,,,,
,arrival,landed,pus,rkpk,i,2024-01-26t07:35:00.000,2024-01-26t07:35:00.000,pqc,vvpq,2024-01-26t11:05:00.000,,h1,h1,4290,h14290,h14290,vietjet air,vj,vjc,969,vj969,vjc969,6.0,2024-01-26t07:40:00.000,2024-01-26t07:40:00.000,2024-01-26t07:40:00.000,2024-01-26t11:03:00.000,2024-01-26t11:03:00.000,2024-01-26t11:03:00.000,2024-01-26t11:03:00.000,,,,,
,arrival,landed,pus,rkpk,i,2024-01-26t07:35:00.000,2024-01-26t07:35:00.000,pqc,vvpq,2024-01-26t11:05:00.000,,a1,a1,2969,a12969,a12969,vietjet air,vj,vjc,969,vj969,vjc969,6.0,2024-01-26t07:40:00.000,2024-01-26t07:40:00.000,2024-01-26t07:40:00.000,2024-01-26t11:03:00.000,2024-01-26t11:03:00.000,2024-01-26t11:03:00.000,2024-01-26t11:03:00.000,,,,,
,arrival,landed,pus,rkpk,i,2024-01-26t07:35:00.000,2024-01-26t07:35:00.000,pqc,vvpq,2024-01-26t11:05:00.000,flexflight,w2,fxt,4969,w24969,fxt4969,vietjet air,vj,vjc,969,vj969,vjc969,6.0,2024-01-26t07:40:00.000,2024-01-26t07:40:00.000,2024-01-26t07:40:00.000,2024-01-26t11:03:00.000,2024-01-26t11:03:00.000,2024-01-26t11:03:00.000,2024-01-26t11:03:00.000,,,,,
,arrival,landed,pus,rkpk,i,2024-01-26t07:35:00.000,2024-01-26t07:35:00.000,pqc,vvpq,2024-01-26t11:05:00.000,vietjet air,vj,vjc,969,vj969,vjc969,,,,,,,6.0,2024-01-26t07:40:00.000,2024-01-26t07:40:00.000,2024-01-26t07:40:00.000,2024-01-26t11:03:00.000,2024-01-26t11:03:00.000,2024-01-26t11:03:00.000,2024-01-26t11:03:00.000,,,,,
,arrival,landed,sgn,vvts,1,2024-01-26t10:15:00.000,2024-01-26t10:15:00.000,pqc,vvpq,2024-01-26t11:15:00.000,,a1,a1,2323,a12323,a12323,vietjet air,vj,vjc,323,vj323,vjc323,17.0,2024-01-26t10:31:00.000,2024-01-26t10:31:00.000,2024-01-26t10:31:00.000,2024-01-26t11:10:00.000,2024-01-26t11:10:00.000,2024-01-26t11:10:00.000,2024-01-26t11:07:00.000,,,,,
