error,type,status,departure.iataCode,departure.icaoCode,departure.terminal,departure.scheduledTime,departure.estimatedTime,arrival.iataCode,arrival.icaoCode,arrival.scheduledTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,departure.delay,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.estimatedTime,arrival.delay,departure.gate,arrival.gate,arrival.terminal,arrival.baggage
date_from < 1 year from current date!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,arrival,landed,han,vvnb,1,2024-06-18t18:10:00.000,,pqc,vvpq,2024-06-18t20:15:00.000,flexflight,w2,fxt,4449,w24449,fxt4449,vietjet air,vj,vjc,449,vj449,vjc449,119.0,2024-06-18t20:08:00.000,2024-06-18t20:08:00.000,2024-06-18t20:08:00.000,,,,2024-06-18t21:51:00.000,97.0,,,,
,arrival,landed,han,vvnb,1,2024-06-18t18:10:00.000,,pqc,vvpq,2024-06-18t20:15:00.000,vietjet air,vj,vjc,449,vj449,vjc449,,,,,,,119.0,2024-06-18t20:08:00.000,2024-06-18t20:08:00.000,2024-06-18t20:08:00.000,,,,2024-06-18t21:51:00.000,97.0,,,,
,arrival,landed,sgn,vvts,1,2024-06-18t20:55:00.000,2024-06-18t20:55:00.000,pqc,vvpq,2024-06-18t21:55:00.000,vietnam airlines,vn,hvn,7831,vn7831,hvn7831,,,,,,,32.0,2024-06-18t21:26:00.000,2024-06-18t21:26:00.000,2024-06-18t21:26:00.000,2024-06-18t22:00:00.000,2024-06-18t22:00:00.000,2024-06-18t22:00:00.000,2024-06-18t21:59:00.000,5.0,,,,
,arrival,unknown,sgn,vvts,1,2024-06-18t21:00:00.000,,pqc,vvpq,2024-06-18t22:00:00.000,vietnam airlines,vn,hvn,7833,vn7833,hvn7833,,,,,,,,,,,,,,,,,,,
,arrival,landed,icn,rksi,1,2024-06-18t18:00:00.000,2024-06-18t18:20:00.000,pqc,vvpq,2024-06-18t22:00:00.000,,h1,h1,9954,h19954,h19954,jeju air,7c,jja,4103,7c4103,jja4103,36.0,2024-06-18t18:36:00.000,2024-06-18t18:36:00.000,2024-06-18t18:36:00.000,2024-06-18t21:45:00.000,2024-06-18t21:45:00.000,2024-06-18t21:45:00.000,2024-06-18t21:45:00.000,,38,,,
,arrival,landed,icn,rksi,1,2024-06-18t18:00:00.000,2024-06-18t18:20:00.000,pqc,vvpq,2024-06-18t22:00:00.000,jeju air,7c,jja,4103,7c4103,jja4103,,,,,,,36.0,2024-06-18t18:36:00.000,2024-06-18t18:36:00.000,2024-06-18t18:36:00.000,2024-06-18t21:45:00.000,2024-06-18t21:45:00.000,2024-06-18t21:45:00.000,2024-06-18t21:45:00.000,,38,,,
,arrival,landed,icn,rksi,2,2024-06-18t19:15:00.000,2024-06-18t19:15:00.000,pqc,vvpq,2024-06-18t23:00:00.000,delta air lines,dl,dal,7865,dl7865,dal7865,korean air,ke,kal,487,ke487,kal487,23.0,2024-06-18t19:38:00.000,2024-06-18t19:38:00.000,2024-06-18t19:38:00.000,2024-06-18t22:38:00.000,2024-06-18t22:38:00.000,2024-06-18t22:38:00.000,2024-06-18t22:36:00.000,,235,,,
,arrival,landed,icn,rksi,2,2024-06-18t19:15:00.000,2024-06-18t19:15:00.000,pqc,vvpq,2024-06-18t23:00:00.000,vietnam airlines,vn,hvn,3467,vn3467,hvn3467,korean air,ke,kal,487,ke487,kal487,23.0,2024-06-18t19:38:00.000,2024-06-18t19:38:00.000,2024-06-18t19:38:00.000,2024-06-18t22:38:00.000,2024-06-18t22:38:00.000,2024-06-18t22:38:00.000,2024-06-18t22:36:00.000,,235,,,
,arrival,landed,icn,rksi,2,2024-06-18t19:15:00.000,2024-06-18t19:15:00.000,pqc,vvpq,2024-06-18t23:00:00.000,korean air,ke,kal,487,ke487,kal487,,,,,,,23.0,2024-06-18t19:38:00.000,2024-06-18t19:38:00.000,2024-06-18t19:38:00.000,2024-06-18t22:38:00.000,2024-06-18t22:38:00.000,2024-06-18t22:38:00.000,2024-06-18t22:36:00.000,,235,,,
,arrival,landed,icn,rksi,1,2024-06-19t01:45:00.000,2024-06-19t01:32:00.000,pqc,vvpq,2024-06-19t05:10:00.000,,a1,a1,2975,a12975,a12975,vietjet air,vj,vjc,975,vj975,vjc975,4.0,2024-06-19t01:49:00.000,2024-06-19t01:49:00.000,2024-06-19t01:49:00.000,2024-06-19t04:47:00.000,2024-06-19t04:47:00.000,2024-06-19t04:47:00.000,2024-06-19t04:49:00.000,,12,,,
,arrival,landed,icn,rksi,1,2024-06-19t01:45:00.000,2024-06-19t01:32:00.000,pqc,vvpq,2024-06-19t05:10:00.000,flexflight,w2,fxt,4975,w24975,fxt4975,vietjet air,vj,vjc,975,vj975,vjc975,4.0,2024-06-19t01:49:00.000,2024-06-19t01:49:00.000,2024-06-19t01:49:00.000,2024-06-19t04:47:00.000,2024-06-19t04:47:00.000,2024-06-19t04:47:00.000,2024-06-19t04:49:00.000,,12,,,
,arrival,landed,icn,rksi,1,2024-06-19t01:45:00.000,2024-06-19t01:32:00.000,pqc,vvpq,2024-06-19t05:10:00.000,,h1,h1,4540,h14540,h14540,vietjet air,vj,vjc,975,vj975,vjc975,4.0,2024-06-19t01:49:00.000,2024-06-19t01:49:00.000,2024-06-19t01:49:00.000,2024-06-19t04:47:00.000,2024-06-19t04:47:00.000,2024-06-19t04:47:00.000,2024-06-19t04:49:00.000,,12,,,
,arrival,landed,icn,rksi,1,2024-06-19t01:45:00.000,2024-06-19t01:32:00.000,pqc,vvpq,2024-06-19t05:10:00.000,vietjet air,vj,vjc,975,vj975,vjc975,,,,,,,4.0,2024-06-19t01:49:00.000,2024-06-19t01:49:00.000,2024-06-19t01:49:00.000,2024-06-19t04:47:00.000,2024-06-19t04:47:00.000,2024-06-19t04:47:00.000,2024-06-19t04:49:00.000,,12,,,
,arrival,landed,icn,rksi,1,2024-06-19t02:25:00.000,2024-06-19t02:25:00.000,pqc,vvpq,2024-06-19t05:50:00.000,,a1,a1,2979,a12979,a12979,vietjet air,vj,vjc,979,vj979,vjc979,11.0,2024-06-19t02:35:00.000,2024-06-19t02:35:00.000,2024-06-19t02:35:00.000,2024-06-19t05:39:00.000,2024-06-19t05:39:00.000,2024-06-19t05:39:00.000,2024-06-19t05:42:00.000,,15,,,
,arrival,landed,icn,rksi,1,2024-06-19t02:25:00.000,2024-06-19t02:25:00.000,pqc,vvpq,2024-06-19t05:50:00.000,flexflight,w2,fxt,4979,w24979,fxt4979,vietjet air,vj,vjc,979,vj979,vjc979,11.0,2024-06-19t02:35:00.000,2024-06-19t02:35:00.000,2024-06-19t02:35:00.000,2024-06-19t05:39:00.000,2024-06-19t05:39:00.000,2024-06-19t05:39:00.000,2024-06-19t05:42:00.000,,15,,,
,arrival,landed,icn,rksi,1,2024-06-19t02:25:00.000,2024-06-19t02:25:00.000,pqc,vvpq,2024-06-19t05:50:00.000,,h1,h1,4150,h14150,h14150,vietjet air,vj,vjc,979,vj979,vjc979,11.0,2024-06-19t02:35:00.000,2024-06-19t02:35:00.000,2024-06-19t02:35:00.000,2024-06-19t05:39:00.000,2024-06-19t05:39:00.000,2024-06-19t05:39:00.000,2024-06-19t05:42:00.000,,15,,,
,arrival,landed,icn,rksi,1,2024-06-19t02:25:00.000,2024-06-19t02:25:00.000,pqc,vvpq,2024-06-19t05:50:00.000,vietjet air,vj,vjc,979,vj979,vjc979,,,,,,,11.0,2024-06-19t02:35:00.000,2024-06-19t02:35:00.000,2024-06-19t02:35:00.000,2024-06-19t05:39:00.000,2024-06-19t05:39:00.000,2024-06-19t05:39:00.000,2024-06-19t05:42:00.000,,15,,,
,arrival,landed,sgn,vvts,1,2024-06-19t05:40:00.000,2024-06-19t06:03:00.000,pqc,vvpq,2024-06-19t06:40:00.000,,a1,a1,2321,a12321,a12321,vietjet air,vj,vjc,321,vj321,vjc321,38.0,2024-06-19t06:18:00.000,2024-06-19t06:18:00.000,2024-06-19t06:18:00.000,2024-06-19t06:51:00.000,2024-06-19t06:51:00.000,2024-06-19t06:51:00.000,,12.0,,,,
,arrival,landed,sgn,vvts,1,2024-06-19t05:40:00.000,2024-06-19t06:03:00.000,pqc,vvpq,2024-06-19t06:40:00.000,flexflight,w2,fxt,4321,w24321,fxt4321,vietjet air,vj,vjc,321,vj321,vjc321,38.0,2024-06-19t06:18:00.000,2024-06-19t06:18:00.000,2024-06-19t06:18:00.000,2024-06-19t06:51:00.000,2024-06-19t06:51:00.000,2024-06-19t06:51:00.000,,12.0,,,,
,arrival,landed,sgn,vvts,1,2024-06-19t05:40:00.000,2024-06-19t06:03:00.000,pqc,vvpq,2024-06-19t06:40:00.000,,h1,h1,4318,h14318,h14318,vietjet air,vj,vjc,321,vj321,vjc321,38.0,2024-06-19t06:18:00.000,2024-06-19t06:18:00.000,2024-06-19t06:18:00.000,2024-06-19t06:51:00.000,2024-06-19t06:51:00.000,2024-06-19t06:51:00.000,,12.0,,,,
,arrival,landed,sgn,vvts,1,2024-06-19t05:40:00.000,2024-06-19t06:03:00.000,pqc,vvpq,2024-06-19t06:40:00.000,vietjet air,vj,vjc,321,vj321,vjc321,,,,,,,38.0,2024-06-19t06:18:00.000,2024-06-19t06:18:00.000,2024-06-19t06:18:00.000,2024-06-19t06:51:00.000,2024-06-19t06:51:00.000,2024-06-19t06:51:00.000,,12.0,,,,
,arrival,unknown,sgn,vvts,1,2024-06-19t06:00:00.000,2024-06-19t06:00:00.000,pqc,vvpq,2024-06-19t07:05:00.000,vietnam airlines,vn,hvn,1821,vn1821,hvn1821,,,,,,,,,,,,,,,,,,,
,arrival,landed,sgn,vvts,1,2024-06-19t07:00:00.000,2024-06-19t07:00:00.000,pqc,vvpq,2024-06-19t07:55:00.000,vietnam airlines,vn,hvn,7827,vn7827,hvn7827,,,,,,,8.0,2024-06-19t07:07:00.000,2024-06-19t07:07:00.000,2024-06-19t07:07:00.000,2024-06-19t07:39:00.000,2024-06-19t07:39:00.000,2024-06-19t07:39:00.000,2024-06-19t07:42:00.000,,,,,
,arrival,landed,icn,rksi,1,2024-06-19t05:00:00.000,2024-06-19t05:00:00.000,pqc,vvpq,2024-06-19t08:25:00.000,,h1,h1,4078,h14078,h14078,vietjet air,vj,vjc,977,vj977,vjc977,11.0,2024-06-19t05:10:00.000,2024-06-19t05:10:00.000,2024-06-19t05:10:00.000,2024-06-19t08:12:00.000,2024-06-19t08:12:00.000,2024-06-19t08:12:00.000,2024-06-19t08:09:00.000,,15,,,
,arrival,landed,icn,rksi,1,2024-06-19t05:00:00.000,2024-06-19t05:00:00.000,pqc,vvpq,2024-06-19t08:25:00.000,,a1,a1,2977,a12977,a12977,vietjet air,vj,vjc,977,vj977,vjc977,11.0,2024-06-19t05:10:00.000,2024-06-19t05:10:00.000,2024-06-19t05:10:00.000,2024-06-19t08:12:00.000,2024-06-19t08:12:00.000,2024-06-19t08:12:00.000,2024-06-19t08:09:00.000,,15,,,
,arrival,landed,icn,rksi,1,2024-06-19t05:00:00.000,2024-06-19t05:00:00.000,pqc,vvpq,2024-06-19t08:25:00.000,flexflight,w2,fxt,4977,w24977,fxt4977,vietjet air,vj,vjc,977,vj977,vjc977,11.0,2024-06-19t05:10:00.000,2024-06-19t05:10:00.000,2024-06-19t05:10:00.000,2024-06-19t08:12:00.000,2024-06-19t08:12:00.000,2024-06-19t08:12:00.000,2024-06-19t08:09:00.000,,15,,,
,arrival,landed,icn,rksi,1,2024-06-19t05:00:00.000,2024-06-19t05:00:00.000,pqc,vvpq,2024-06-19t08:25:00.000,vietjet air,vj,vjc,977,vj977,vjc977,,,,,,,11.0,2024-06-19t05:10:00.000,2024-06-19t05:10:00.000,2024-06-19t05:10:00.000,2024-06-19t08:12:00.000,2024-06-19t08:12:00.000,2024-06-19t08:12:00.000,2024-06-19t08:09:00.000,,15,,,
,arrival,landed,sgn,vvts,1,2024-06-19t07:30:00.000,2024-06-19t07:30:00.000,pqc,vvpq,2024-06-19t08:30:00.000,,a1,a1,2323,a12323,a12323,vietjet air,vj,vjc,323,vj323,vjc323,23.0,2024-06-19t07:52:00.000,2024-06-19t07:52:00.000,2024-06-19t07:52:00.000,2024-06-19t08:28:00.000,2024-06-19t08:28:00.000,2024-06-19t08:28:00.000,2024-06-19t08:27:00.000,,,,,
,arrival,landed,sgn,vvts,1,2024-06-19t07:30:00.000,2024-06-19t07:30:00.000,pqc,vvpq,2024-06-19t08:30:00.000,flexflight,w2,fxt,4323,w24323,fxt4323,vietjet air,vj,vjc,323,vj323,vjc323,23.0,2024-06-19t07:52:00.000,2024-06-19t07:52:00.000,2024-06-19t07:52:00.000,2024-06-19t08:28:00.000,2024-06-19t08:28:00.000,2024-06-19t08:28:00.000,2024-06-19t08:27:00.000,,,,,
,arrival,landed,sgn,vvts,1,2024-06-19t07:30:00.000,2024-06-19t07:30:00.000,pqc,vvpq,2024-06-19t08:30:00.000,,h1,h1,4394,h14394,h14394,vietjet air,vj,vjc,323,vj323,vjc323,23.0,2024-06-19t07:52:00.000,2024-06-19t07:52:00.000,2024-06-19t07:52:00.000,2024-06-19t08:28:00.000,2024-06-19t08:28:00.000,2024-06-19t08:28:00.000,2024-06-19t08:27:00.000,,,,,
,arrival,landed,sgn,vvts,1,2024-06-19t07:30:00.000,2024-06-19t07:30:00.000,pqc,vvpq,2024-06-19t08:30:00.000,vietjet air,vj,vjc,323,vj323,vjc323,,,,,,,23.0,2024-06-19t07:52:00.000,2024-06-19t07:52:00.000,2024-06-19t07:52:00.000,2024-06-19t08:28:00.000,2024-06-19t08:28:00.000,2024-06-19t08:28:00.000,2024-06-19t08:27:00.000,,,,,
,arrival,landed,han,vvnb,1,2024-06-19t06:30:00.000,,pqc,vvpq,2024-06-19t08:35:00.000,,a1,a1,2451,a12451,a12451,vietjet air,vj,vjc,451,vj451,vjc451,14.0,2024-06-19t06:43:00.000,2024-06-19t06:43:00.000,2024-06-19t06:43:00.000,2024-06-19t08:32:00.000,2024-06-19t08:32:00.000,2024-06-19t08:32:00.000,2024-06-19t08:34:00.000,,,,,
,arrival,landed,han,vvnb,1,2024-06-19t06:30:00.000,,pqc,vvpq,2024-06-19t08:35:00.000,flexflight,w2,fxt,4451,w24451,fxt4451,vietjet air,vj,vjc,451,vj451,vjc451,14.0,2024-06-19t06:43:00.000,2024-06-19t06:43:00.000,2024-06-19t06:43:00.000,2024-06-19t08:32:00.000,2024-06-19t08:32:00.000,2024-06-19t08:32:00.000,2024-06-19t08:34:00.000,,,,,
,arrival,landed,han,vvnb,1,2024-06-19t06:30:00.000,,pqc,vvpq,2024-06-19t08:35:00.000,,h1,h1,4124,h14124,h14124,vietjet air,vj,vjc,451,vj451,vjc451,14.0,2024-06-19t06:43:00.000,2024-06-19t06:43:00.000,2024-06-19t06:43:00.000,2024-06-19t08:32:00.000,2024-06-19t08:32:00.000,2024-06-19t08:32:00.000,2024-06-19t08:34:00.000,,,,,
,arrival,landed,han,vvnb,1,2024-06-19t06:30:00.000,,pqc,vvpq,2024-06-19t08:35:00.000,vietjet air,vj,vjc,451,vj451,vjc451,,,,,,,14.0,2024-06-19t06:43:00.000,2024-06-19t06:43:00.000,2024-06-19t06:43:00.000,2024-06-19t08:32:00.000,2024-06-19t08:32:00.000,2024-06-19t08:32:00.000,2024-06-19t08:34:00.000,,,,,
,arrival,landed,han,vvnb,1,2024-06-19t07:10:00.000,2024-06-19t07:10:00.000,pqc,vvpq,2024-06-19t09:15:00.000,flexflight,w2,fxt,3453,w23453,fxt3453,vietjet air,vj,vjc,1453,vj1453,vjc1453,16.0,2024-06-19t07:26:00.000,2024-06-19t07:26:00.000,2024-06-19t07:26:00.000,2024-06-19t09:22:00.000,2024-06-19t09:22:00.000,2024-06-19t09:22:00.000,2024-06-19t09:08:00.000,7.0,,,,
,arrival,landed,han,vvnb,1,2024-06-19t07:10:00.000,2024-06-19t07:10:00.000,pqc,vvpq,2024-06-19t09:15:00.000,,a1,a1,4453,a14453,a14453,vietjet air,vj,vjc,1453,vj1453,vjc1453,16.0,2024-06-19t07:26:00.000,2024-06-19t07:26:00.000,2024-06-19t07:26:00.000,2024-06-19t09:22:00.000,2024-06-19t09:22:00.000,2024-06-19t09:22:00.000,2024-06-19t09:08:00.000,7.0,,,,
,arrival,landed,han,vvnb,1,2024-06-19t07:10:00.000,2024-06-19t07:10:00.000,pqc,vvpq,2024-06-19t09:15:00.000,,h1,h1,4508,h14508,h14508,vietjet air,vj,vjc,1453,vj1453,vjc1453,16.0,2024-06-19t07:26:00.000,2024-06-19t07:26:00.000,2024-06-19t07:26:00.000,2024-06-19t09:22:00.000,2024-06-19t09:22:00.000,2024-06-19t09:22:00.000,2024-06-19t09:08:00.000,7.0,,,,
,arrival,landed,han,vvnb,1,2024-06-19t07:10:00.000,2024-06-19t07:10:00.000,pqc,vvpq,2024-06-19t09:15:00.000,vietjet air,vj,vjc,1453,vj1453,vjc1453,,,,,,,16.0,2024-06-19t07:26:00.000,2024-06-19t07:26:00.000,2024-06-19t07:26:00.000,2024-06-19t09:22:00.000,2024-06-19t09:22:00.000,2024-06-19t09:22:00.000,2024-06-19t09:08:00.000,7.0,,,,
,arrival,landed,sgn,vvts,1,2024-06-19t08:20:00.000,2024-06-19t08:20:00.000,pqc,vvpq,2024-06-19t09:30:00.000,vietnam airlines,vn,hvn,1823,vn1823,hvn1823,,,,,,,11.0,2024-06-19t08:30:00.000,2024-06-19t08:30:00.000,2024-06-19t08:30:00.000,2024-06-19t09:03:00.000,2024-06-19t09:03:00.000,2024-06-19t09:03:00.000,2024-06-19t09:01:00.000,,,,,
,arrival,landed,bkk,vtbs,,2024-06-19t09:20:00.000,,pqc,vvpq,2024-06-19t10:40:00.000,vietjet air,vj,vjc,980,vj980,vjc980,,,,,,,16.0,2024-06-19t09:36:00.000,2024-06-19t09:36:00.000,2024-06-19t09:36:00.000,2024-06-19t10:37:00.000,2024-06-19t10:37:00.000,2024-06-19t10:37:00.000,2024-06-19t10:31:00.000,,,,,
,arrival,landed,pus,rkpk,i,2024-06-19t07:35:00.000,2024-06-19t07:35:00.000,pqc,vvpq,2024-06-19t11:00:00.000,,h1,h1,4290,h14290,h14290,vietjet air,vj,vjc,969,vj969,vjc969,4.0,2024-06-19t07:39:00.000,2024-06-19t07:39:00.000,2024-06-19t07:39:00.000,2024-06-19t10:30:00.000,2024-06-19t10:30:00.000,2024-06-19t10:30:00.000,2024-06-19t10:31:00.000,,6,,,
,arrival,landed,pus,rkpk,i,2024-06-19t07:35:00.000,2024-06-19t07:35:00.000,pqc,vvpq,2024-06-19t11:00:00.000,,a1,a1,2969,a12969,a12969,vietjet air,vj,vjc,969,vj969,vjc969,4.0,2024-06-19t07:39:00.000,2024-06-19t07:39:00.000,2024-06-19t07:39:00.000,2024-06-19t10:30:00.000,2024-06-19t10:30:00.000,2024-06-19t10:30:00.000,2024-06-19t10:31:00.000,,6,,,
,arrival,landed,pus,rkpk,i,2024-06-19t07:35:00.000,2024-06-19t07:35:00.000,pqc,vvpq,2024-06-19t11:00:00.000,flexflight,w2,fxt,4969,w24969,fxt4969,vietjet air,vj,vjc,969,vj969,vjc969,4.0,2024-06-19t07:39:00.000,2024-06-19t07:39:00.000,2024-06-19t07:39:00.000,2024-06-19t10:30:00.000,2024-06-19t10:30:00.000,2024-06-19t10:30:00.000,2024-06-19t10:31:00.000,,6,,,
,arrival,landed,pus,rkpk,i,2024-06-19t07:35:00.000,2024-06-19t07:35:00.000,pqc,vvpq,2024-06-19t11:00:00.000,vietjet air,vj,vjc,969,vj969,vjc969,,,,,,,4.0,2024-06-19t07:39:00.000,2024-06-19t07:39:00.000,2024-06-19t07:39:00.000,2024-06-19t10:30:00.000,2024-06-19t10:30:00.000,2024-06-19t10:30:00.000,2024-06-19t10:31:00.000,,6,,,
,arrival,landed,sgn,vvts,1,2024-06-19t10:15:00.000,2024-06-19t10:15:00.000,pqc,vvpq,2024-06-19t11:15:00.000,,a1,a1,2325,a12325,a12325,vietjet air,vj,vjc,325,vj325,vjc325,37.0,2024-06-19t10:52:00.000,2024-06-19t10:52:00.000,2024-06-19t10:52:00.000,2024-06-19t11:26:00.000,2024-06-19t11:26:00.000,2024-06-19t11:26:00.000,,11.0,,,,
,arrival,landed,sgn,vvts,1,2024-06-19t10:15:00.000,2024-06-19t10:15:00.000,pqc,vvpq,2024-06-19t11:15:00.000,flexflight,w2,fxt,4325,w24325,fxt4325,vietjet air,vj,vjc,325,vj325,vjc325,37.0,2024-06-19t10:52:00.000,2024-06-19t10:52:00.000,2024-06-19t10:52:00.000,2024-06-19t11:26:00.000,2024-06-19t11:26:00.000,2024-06-19t11:26:00.000,,11.0,,,,
,arrival,landed,sgn,vvts,1,2024-06-19t10:15:00.000,2024-06-19t10:15:00.000,pqc,vvpq,2024-06-19t11:15:00.000,,h1,h1,4322,h14322,h14322,vietjet air,vj,vjc,325,vj325,vjc325,37.0,2024-06-19t10:52:00.000,2024-06-19t10:52:00.000,2024-06-19t10:52:00.000,2024-06-19t11:26:00.000,2024-06-19t11:26:00.000,2024-06-19t11:26:00.000,,11.0,,,,
,arrival,landed,sgn,vvts,1,2024-06-19t10:15:00.000,2024-06-19t10:15:00.000,pqc,vvpq,2024-06-19t11:15:00.000,vietjet air,vj,vjc,325,vj325,vjc325,,,,,,,37.0,2024-06-19t10:52:00.000,2024-06-19t10:52:00.000,2024-06-19t10:52:00.000,2024-06-19t11:26:00.000,2024-06-19t11:26:00.000,2024-06-19t11:26:00.000,,11.0,,,,
,arrival,landed,han,vvnb,1,2024-06-19t08:55:00.000,,pqc,vvpq,2024-06-19t11:15:00.000,air france,af,afr,3320,af3320,afr3320,vietnam airlines,vn,hvn,1237,vn1237,hvn1237,14.0,2024-06-19t09:09:00.000,2024-06-19t09:09:00.000,2024-06-19t09:09:00.000,2024-06-19t10:51:00.000,2024-06-19t10:51:00.000,2024-06-19t10:51:00.000,2024-06-19t10:52:00.000,,,,,
,arrival,landed,han,vvnb,1,2024-06-19t08:55:00.000,,pqc,vvpq,2024-06-19t11:15:00.000,vietnam airlines,vn,hvn,1237,vn1237,hvn1237,,,,,,,14.0,2024-06-19t09:09:00.000,2024-06-19t09:09:00.000,2024-06-19t09:09:00.000,2024-06-19t10:51:00.000,2024-06-19t10:51:00.000,2024-06-19t10:51:00.000,2024-06-19t10:52:00.000,,,,,
,arrival,landed,sgn,vvts,1,2024-06-19t10:50:00.000,2024-06-19t10:50:00.000,pqc,vvpq,2024-06-19t12:00:00.000,air france,af,afr,5139,af5139,afr5139,vietnam airlines,vn,hvn,1825,vn1825,hvn1825,18.0,2024-06-19t11:08:00.000,2024-06-19t11:08:00.000,2024-06-19t11:08:00.000,2024-06-19t11:43:00.000,2024-06-19t11:43:00.000,2024-06-19t11:43:00.000,2024-06-19t11:41:00.000,,,,,
,arrival,landed,sgn,vvts,1,2024-06-19t10:50:00.000,2024-06-19t10:50:00.000,pqc,vvpq,2024-06-19t12:00:00.000,vietnam airlines,vn,hvn,1825,vn1825,hvn1825,,,,,,,18.0,2024-06-19t11:08:00.000,2024-06-19t11:08:00.000,2024-06-19t11:08:00.000,2024-06-19t11:43:00.000,2024-06-19t11:43:00.000,2024-06-19t11:43:00.000,2024-06-19t11:41:00.000,,,,,
,arrival,landed,han,vvnb,1,2024-06-19t10:00:00.000,2024-06-19t10:00:00.000,pqc,vvpq,2024-06-19t12:05:00.000,,a1,a1,2455,a12455,a12455,vietjet air,vj,vjc,455,vj455,vjc455,,2024-06-19t09:55:00.000,2024-06-19t09:55:00.000,2024-06-19t09:55:00.000,2024-06-19t11:36:00.000,2024-06-19t11:36:00.000,2024-06-19t11:36:00.000,2024-06-19t11:34:00.000,,,,,
,arrival,landed,han,vvnb,1,2024-06-19t10:00:00.000,2024-06-19t10:00:00.000,pqc,vvpq,2024-06-19t12:05:00.000,flexflight,w2,fxt,4455,w24455,fxt4455,vietjet air,vj,vjc,455,vj455,vjc455,,2024-06-19t09:55:00.000,2024-06-19t09:55:00.000,2024-06-19t09:55:00.000,2024-06-19t11:36:00.000,2024-06-19t11:36:00.000,2024-06-19t11:36:00.000,2024-06-19t11:34:00.000,,,,,
,arrival,landed,han,vvnb,1,2024-06-19t10:00:00.000,2024-06-19t10:00:00.000,pqc,vvpq,2024-06-19t12:05:00.000,,h1,h1,4142,h14142,h14142,vietjet air,vj,vjc,455,vj455,vjc455,,2024-06-19t09:55:00.000,2024-06-19t09:55:00.000,2024-06-19t09:55:00.000,2024-06-19t11:36:00.000,2024-06-19t11:36:00.000,2024-06-19t11:36:00.000,2024-06-19t11:34:00.000,,,,,
,arrival,landed,han,vvnb,1,2024-06-19t10:00:00.000,2024-06-19t10:00:00.000,pqc,vvpq,2024-06-19t12:05:00.000,vietjet air,vj,vjc,455,vj455,vjc455,,,,,,,,2024-06-19t09:55:00.000,2024-06-19t09:55:00.000,2024-06-19t09:55:00.000,2024-06-19t11:36:00.000,2024-06-19t11:36:00.000,2024-06-19t11:36:00.000,2024-06-19t11:34:00.000,,,,,
,arrival,landed,hph,vvci,,2024-06-19t10:30:00.000,,pqc,vvpq,2024-06-19t12:35:00.000,,a1,a1,2767,a12767,a12767,vietjet air,vj,vjc,767,vj767,vjc767,5.0,2024-06-19t10:34:00.000,2024-06-19t10:34:00.000,2024-06-19t10:34:00.000,2024-06-19t12:17:00.000,2024-06-19t12:17:00.000,2024-06-19t12:17:00.000,2024-06-19t12:17:00.000,,,,,
,arrival,landed,hph,vvci,,2024-06-19t10:30:00.000,,pqc,vvpq,2024-06-19t12:35:00.000,flexflight,w2,fxt,4767,w24767,fxt4767,vietjet air,vj,vjc,767,vj767,vjc767,5.0,2024-06-19t10:34:00.000,2024-06-19t10:34:00.000,2024-06-19t10:34:00.000,2024-06-19t12:17:00.000,2024-06-19t12:17:00.000,2024-06-19t12:17:00.000,2024-06-19t12:17:00.000,,,,,
,arrival,landed,hph,vvci,,2024-06-19t10:30:00.000,,pqc,vvpq,2024-06-19t12:35:00.000,,h1,h1,4498,h14498,h14498,vietjet air,vj,vjc,767,vj767,vjc767,5.0,2024-06-19t10:34:00.000,2024-06-19t10:34:00.000,2024-06-19t10:34:00.000,2024-06-19t12:17:00.000,2024-06-19t12:17:00.000,2024-06-19t12:17:00.000,2024-06-19t12:17:00.000,,,,,
,arrival,landed,hph,vvci,,2024-06-19t10:30:00.000,,pqc,vvpq,2024-06-19t12:35:00.000,vietjet air,vj,vjc,767,vj767,vjc767,,,,,,,5.0,2024-06-19t10:34:00.000,2024-06-19t10:34:00.000,2024-06-19t10:34:00.000,2024-06-19t12:17:00.000,2024-06-19t12:17:00.000,2024-06-19t12:17:00.000,2024-06-19t12:17:00.000,,,,,
,arrival,landed,han,vvnb,1,2024-06-19t11:05:00.000,,pqc,vvpq,2024-06-19t13:20:00.000,vietnam airlines,vn,hvn,1239,vn1239,hvn1239,,,,,,,33.0,2024-06-19t11:37:00.000,2024-06-19t11:37:00.000,2024-06-19t11:37:00.000,2024-06-19t13:21:00.000,2024-06-19t13:21:00.000,2024-06-19t13:21:00.000,2024-06-19t13:18:00.000,1.0,,,,
