type,status,departure.iataCode,departure.icaoCode,departure.scheduledTime,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.scheduledTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,departure.estimatedTime,departure.delay,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.estimatedTime,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.baggage,departure.gate,arrival.gate,arrival.delay,departure.terminal,error
departure,active,pqc,vvpq,2024-06-20t14:00:00.000,han,vvnb,1,2024-06-20t16:10:00.000,air france,af,afr,3309,af3309,afr3309,vietnam airlines,vn,hvn,1238,vn1238,hvn1238,,13.0,2024-06-20t14:13:00.000,2024-06-20t14:13:00.000,2024-06-20t14:13:00.000,2024-06-20t16:04:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-06-20t14:00:00.000,han,vvnb,1,2024-06-20t16:10:00.000,vietnam airlines,vn,hvn,1238,vn1238,hvn1238,,,,,,,,13.0,2024-06-20t14:13:00.000,2024-06-20t14:13:00.000,2024-06-20t14:13:00.000,2024-06-20t16:04:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-06-20t14:05:00.000,kul,wmkk,2,2024-06-20t16:55:00.000,airasia,ak,axm,546,ak546,axm546,,,,,,,,4.0,2024-06-20t14:08:00.000,2024-06-20t14:08:00.000,2024-06-20t14:08:00.000,2024-06-20t16:34:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-06-20t14:05:00.000,sgn,vvts,1,2024-06-20t15:10:00.000,,a1,a1,2328,a12328,a12328,vietjet air,vj,vjc,328,vj328,vjc328,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-06-20t14:05:00.000,sgn,vvts,1,2024-06-20t15:10:00.000,flexflight,w2,fxt,4328,w24328,fxt4328,vietjet air,vj,vjc,328,vj328,vjc328,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-06-20t14:05:00.000,sgn,vvts,1,2024-06-20t15:10:00.000,,h1,h1,4404,h14404,h14404,vietjet air,vj,vjc,328,vj328,vjc328,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-06-20t14:05:00.000,sgn,vvts,1,2024-06-20t15:10:00.000,vietjet air,vj,vjc,328,vj328,vjc328,,,,,,,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-06-20t15:00:00.000,sgn,vvts,1,2024-06-20t16:10:00.000,vietnam airlines,vn,hvn,1826,vn1826,hvn1826,,,,,,,,12.0,2024-06-20t15:12:00.000,2024-06-20t15:12:00.000,2024-06-20t15:12:00.000,,,,,,,,,,
departure,active,pqc,vvpq,2024-06-20t15:20:00.000,icn,rksi,1,2024-06-20t22:45:00.000,,a1,a1,2974,a12974,a12974,vietjet air,vj,vjc,974,vj974,vjc974,,12.0,2024-06-20t15:32:00.000,2024-06-20t15:32:00.000,2024-06-20t15:32:00.000,2024-06-20t22:30:00.000,,,,11,,106,,,
departure,active,pqc,vvpq,2024-06-20t15:20:00.000,icn,rksi,1,2024-06-20t22:45:00.000,flexflight,w2,fxt,4974,w24974,fxt4974,vietjet air,vj,vjc,974,vj974,vjc974,,12.0,2024-06-20t15:32:00.000,2024-06-20t15:32:00.000,2024-06-20t15:32:00.000,2024-06-20t22:30:00.000,,,,11,,106,,,
departure,active,pqc,vvpq,2024-06-20t15:20:00.000,icn,rksi,1,2024-06-20t22:45:00.000,,h1,h1,4539,h14539,h14539,vietjet air,vj,vjc,974,vj974,vjc974,,12.0,2024-06-20t15:32:00.000,2024-06-20t15:32:00.000,2024-06-20t15:32:00.000,2024-06-20t22:30:00.000,,,,11,,106,,,
departure,active,pqc,vvpq,2024-06-20t15:20:00.000,icn,rksi,1,2024-06-20t22:45:00.000,vietjet air,vj,vjc,974,vj974,vjc974,,,,,,,,12.0,2024-06-20t15:32:00.000,2024-06-20t15:32:00.000,2024-06-20t15:32:00.000,2024-06-20t22:30:00.000,,,,11,,106,,,
departure,active,pqc,vvpq,2024-06-20t16:50:00.000,han,vvnb,1,2024-06-20t18:55:00.000,,h1,h1,2173,h12173,h12173,vietjet air,vj,vjc,458,vj458,vjc458,2024-06-20t16:50:00.000,26.0,2024-06-20t17:16:00.000,2024-06-20t17:16:00.000,2024-06-20t17:16:00.000,2024-06-20t19:05:00.000,,,,,,,10.0,,
departure,active,pqc,vvpq,2024-06-20t16:50:00.000,han,vvnb,1,2024-06-20t18:55:00.000,,a1,a1,2458,a12458,a12458,vietjet air,vj,vjc,458,vj458,vjc458,2024-06-20t16:50:00.000,26.0,2024-06-20t17:16:00.000,2024-06-20t17:16:00.000,2024-06-20t17:16:00.000,2024-06-20t19:05:00.000,,,,,,,10.0,,
departure,active,pqc,vvpq,2024-06-20t16:50:00.000,han,vvnb,1,2024-06-20t18:55:00.000,flexflight,w2,fxt,4458,w24458,fxt4458,vietjet air,vj,vjc,458,vj458,vjc458,2024-06-20t16:50:00.000,26.0,2024-06-20t17:16:00.000,2024-06-20t17:16:00.000,2024-06-20t17:16:00.000,2024-06-20t19:05:00.000,,,,,,,10.0,,
departure,active,pqc,vvpq,2024-06-20t16:50:00.000,han,vvnb,1,2024-06-20t18:55:00.000,vietjet air,vj,vjc,458,vj458,vjc458,,,,,,,2024-06-20t16:50:00.000,26.0,2024-06-20t17:16:00.000,2024-06-20t17:16:00.000,2024-06-20t17:16:00.000,2024-06-20t19:05:00.000,,,,,,,10.0,,
departure,active,pqc,vvpq,2024-06-20t17:00:00.000,sgn,vvts,1,2024-06-20t18:05:00.000,,a1,a1,2332,a12332,a12332,vietjet air,vj,vjc,332,vj332,vjc332,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-06-20t17:00:00.000,sgn,vvts,1,2024-06-20t18:05:00.000,flexflight,w2,fxt,4332,w24332,fxt4332,vietjet air,vj,vjc,332,vj332,vjc332,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-06-20t17:00:00.000,sgn,vvts,1,2024-06-20t18:05:00.000,,h1,h1,4358,h14358,h14358,vietjet air,vj,vjc,332,vj332,vjc332,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-06-20t17:00:00.000,sgn,vvts,1,2024-06-20t18:05:00.000,vietjet air,vj,vjc,332,vj332,vjc332,,,,,,,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-06-20t17:25:00.000,sgn,vvts,1,2024-06-20t18:35:00.000,,a1,a1,2330,a12330,a12330,vietjet air,vj,vjc,330,vj330,vjc330,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-06-20t17:25:00.000,sgn,vvts,1,2024-06-20t18:35:00.000,flexflight,w2,fxt,4330,w24330,fxt4330,vietjet air,vj,vjc,330,vj330,vjc330,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-06-20t17:25:00.000,sgn,vvts,1,2024-06-20t18:35:00.000,,h1,h1,2168,h12168,h12168,vietjet air,vj,vjc,330,vj330,vjc330,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-06-20t17:25:00.000,sgn,vvts,1,2024-06-20t18:35:00.000,vietjet air,vj,vjc,330,vj330,vjc330,,,,,,,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-06-20t17:25:00.000,sgn,vvts,1,2024-06-20t18:45:00.000,vietnam airlines,vn,hvn,1828,vn1828,hvn1828,,,,,,,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-06-20t18:00:00.000,icn,rksi,1,2024-06-21t01:25:00.000,,a1,a1,2978,a12978,a12978,vietjet air,vj,vjc,978,vj978,vjc978,,20.0,2024-06-20t18:19:00.000,2024-06-20t18:19:00.000,2024-06-20t18:19:00.000,2024-06-21t01:25:00.000,,,,,,,1.0,,
departure,active,pqc,vvpq,2024-06-20t18:00:00.000,icn,rksi,1,2024-06-21t01:25:00.000,flexflight,w2,fxt,4978,w24978,fxt4978,vietjet air,vj,vjc,978,vj978,vjc978,,20.0,2024-06-20t18:19:00.000,2024-06-20t18:19:00.000,2024-06-20t18:19:00.000,2024-06-21t01:25:00.000,,,,,,,1.0,,
departure,active,pqc,vvpq,2024-06-20t18:00:00.000,icn,rksi,1,2024-06-21t01:25:00.000,,h1,h1,4185,h14185,h14185,vietjet air,vj,vjc,978,vj978,vjc978,,20.0,2024-06-20t18:19:00.000,2024-06-20t18:19:00.000,2024-06-20t18:19:00.000,2024-06-21t01:25:00.000,,,,,,,1.0,,
departure,active,pqc,vvpq,2024-06-20t18:00:00.000,icn,rksi,1,2024-06-21t01:25:00.000,vietjet air,vj,vjc,978,vj978,vjc978,,,,,,,,20.0,2024-06-20t18:19:00.000,2024-06-20t18:19:00.000,2024-06-20t18:19:00.000,2024-06-21t01:25:00.000,,,,,,,1.0,,
departure,unknown,pqc,vvpq,2024-06-20t18:50:00.000,sgn,vvts,1,2024-06-20t19:55:00.000,vietravel airlines,vu,vag,302,vu302,vag302,,,,,,,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-06-20t19:00:00.000,sgn,vvts,1,2024-06-20t20:20:00.000,vietnam airlines,vn,hvn,1834,vn1834,hvn1834,,,,,,,2024-06-20t19:00:00.000,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-06-20t20:35:00.000,icn,rksi,1,2024-06-21t04:00:00.000,,h1,h1,4070,h14070,h14070,vietjet air,vj,vjc,976,vj976,vjc976,2024-06-20t20:35:00.000,,2024-06-20t20:34:00.000,2024-06-20t20:34:00.000,2024-06-20t20:34:00.000,2024-06-21t03:42:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-06-20t20:35:00.000,icn,rksi,1,2024-06-21t04:00:00.000,,a1,a1,2976,a12976,a12976,vietjet air,vj,vjc,976,vj976,vjc976,2024-06-20t20:35:00.000,,2024-06-20t20:34:00.000,2024-06-20t20:34:00.000,2024-06-20t20:34:00.000,2024-06-21t03:42:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-06-20t20:35:00.000,icn,rksi,1,2024-06-21t04:00:00.000,flexflight,w2,fxt,4976,w24976,fxt4976,vietjet air,vj,vjc,976,vj976,vjc976,2024-06-20t20:35:00.000,,2024-06-20t20:34:00.000,2024-06-20t20:34:00.000,2024-06-20t20:34:00.000,2024-06-21t03:42:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-06-20t20:35:00.000,icn,rksi,1,2024-06-21t04:00:00.000,vietjet air,vj,vjc,976,vj976,vjc976,,,,,,,2024-06-20t20:35:00.000,,2024-06-20t20:34:00.000,2024-06-20t20:34:00.000,2024-06-20t20:34:00.000,2024-06-21t03:42:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-06-20t20:40:00.000,sgn,vvts,1,2024-06-20t22:10:00.000,vasco,0v,vfc,8020,0v8020,vfc8020,,,,,,,,22.0,2024-06-20t21:01:00.000,2024-06-20t21:01:00.000,2024-06-20t21:01:00.000,2024-06-20t22:32:00.000,,,,,,,22.0,,
departure,active,pqc,vvpq,2024-06-20t20:50:00.000,han,vvnb,1,2024-06-20t22:55:00.000,,a1,a1,2448,a12448,a12448,vietjet air,vj,vjc,448,vj448,vjc448,,19.0,2024-06-20t21:08:00.000,2024-06-20t21:08:00.000,2024-06-20t21:08:00.000,2024-06-20t22:55:00.000,,,,,,,1.0,,
departure,active,pqc,vvpq,2024-06-20t20:50:00.000,han,vvnb,1,2024-06-20t22:55:00.000,flexflight,w2,fxt,4448,w24448,fxt4448,vietjet air,vj,vjc,448,vj448,vjc448,,19.0,2024-06-20t21:08:00.000,2024-06-20t21:08:00.000,2024-06-20t21:08:00.000,2024-06-20t22:55:00.000,,,,,,,1.0,,
departure,active,pqc,vvpq,2024-06-20t20:50:00.000,han,vvnb,1,2024-06-20t22:55:00.000,vietjet air,vj,vjc,448,vj448,vjc448,,,,,,,,19.0,2024-06-20t21:08:00.000,2024-06-20t21:08:00.000,2024-06-20t21:08:00.000,2024-06-20t22:55:00.000,,,,,,,1.0,,
departure,active,pqc,vvpq,2024-06-20t21:40:00.000,han,vvnb,1,2024-06-20t23:50:00.000,vietnam airlines,vn,hvn,7230,vn7230,hvn7230,,,,,,,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-06-20t22:40:00.000,sgn,vvts,1,2024-06-21t00:00:00.000,vietnam airlines,vn,hvn,7832,vn7832,hvn7832,,,,,,,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-06-20t23:00:00.000,icn,rksi,1,2024-06-21t06:25:00.000,,h1,h1,9955,h19955,h19955,jeju air,7c,jja,4104,7c4104,jja4104,2024-06-20t23:35:00.000,35.0,,,,,,,,7,,102,,,
departure,active,pqc,vvpq,2024-06-20t23:00:00.000,icn,rksi,1,2024-06-21t06:25:00.000,jeju air,7c,jja,4104,7c4104,jja4104,,,,,,,2024-06-20t23:35:00.000,35.0,,,,,,,,7,,102,,,
departure,active,pqc,vvpq,2024-06-20t23:30:00.000,pus,rkpk,i,2024-06-21t06:30:00.000,,h1,h1,4287,h14287,h14287,vietjet air,vj,vjc,968,vj968,vjc968,2024-06-20t23:30:00.000,9.0,2024-06-20t23:39:00.000,2024-06-20t23:39:00.000,2024-06-20t23:39:00.000,2024-06-21t06:26:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-06-20t23:30:00.000,pus,rkpk,i,2024-06-21t06:30:00.000,,a1,a1,2968,a12968,a12968,vietjet air,vj,vjc,968,vj968,vjc968,2024-06-20t23:30:00.000,9.0,2024-06-20t23:39:00.000,2024-06-20t23:39:00.000,2024-06-20t23:39:00.000,2024-06-21t06:26:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-06-20t23:30:00.000,pus,rkpk,i,2024-06-21t06:30:00.000,flexflight,w2,fxt,4968,w24968,fxt4968,vietjet air,vj,vjc,968,vj968,vjc968,2024-06-20t23:30:00.000,9.0,2024-06-20t23:39:00.000,2024-06-20t23:39:00.000,2024-06-20t23:39:00.000,2024-06-21t06:26:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-06-20t23:30:00.000,pus,rkpk,i,2024-06-21t06:30:00.000,vietjet air,vj,vjc,968,vj968,vjc968,,,,,,,2024-06-20t23:30:00.000,9.0,2024-06-20t23:39:00.000,2024-06-20t23:39:00.000,2024-06-20t23:39:00.000,2024-06-21t06:26:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-06-21t00:30:00.000,icn,rksi,2,2024-06-21t08:00:00.000,delta air lines,dl,dal,7866,dl7866,dal7866,korean air,ke,kal,488,ke488,kal488,,,2024-06-21t00:29:00.000,2024-06-21t00:29:00.000,2024-06-21t00:29:00.000,2024-06-21t07:28:00.000,,,,15,,261,,,
departure,active,pqc,vvpq,2024-06-21t00:30:00.000,icn,rksi,2,2024-06-21t08:00:00.000,vietnam airlines,vn,hvn,3466,vn3466,hvn3466,korean air,ke,kal,488,ke488,kal488,,,2024-06-21t00:29:00.000,2024-06-21t00:29:00.000,2024-06-21t00:29:00.000,2024-06-21t07:28:00.000,,,,15,,261,,,
departure,active,pqc,vvpq,2024-06-21t00:30:00.000,icn,rksi,2,2024-06-21t08:00:00.000,korean air,ke,kal,488,ke488,kal488,,,,,,,,,2024-06-21t00:29:00.000,2024-06-21t00:29:00.000,2024-06-21t00:29:00.000,2024-06-21t07:28:00.000,,,,15,,261,,,
departure,active,pqc,vvpq,2024-06-21t07:05:00.000,sgn,vvts,1,2024-06-21t08:10:00.000,,a1,a1,2322,a12322,a12322,vietjet air,vj,vjc,322,vj322,vjc322,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-06-21t07:05:00.000,sgn,vvts,1,2024-06-21t08:10:00.000,flexflight,w2,fxt,4322,w24322,fxt4322,vietjet air,vj,vjc,322,vj322,vjc322,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-06-21t07:05:00.000,sgn,vvts,1,2024-06-21t08:10:00.000,,h1,h1,4319,h14319,h14319,vietjet air,vj,vjc,322,vj322,vjc322,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-06-21t07:05:00.000,sgn,vvts,1,2024-06-21t08:10:00.000,vietjet air,vj,vjc,322,vj322,vjc322,,,,,,,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-06-21t07:45:00.000,han,vvnb,1,2024-06-21t10:00:00.000,,a1,a1,2450,a12450,a12450,vietjet air,vj,vjc,450,vj450,vjc450,2024-06-21t07:45:00.000,1.0,2024-06-21t07:46:00.000,2024-06-21t07:46:00.000,2024-06-21t07:46:00.000,2024-06-21t09:31:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-06-21t07:45:00.000,han,vvnb,1,2024-06-21t10:00:00.000,flexflight,w2,fxt,4450,w24450,fxt4450,vietjet air,vj,vjc,450,vj450,vjc450,2024-06-21t07:45:00.000,1.0,2024-06-21t07:46:00.000,2024-06-21t07:46:00.000,2024-06-21t07:46:00.000,2024-06-21t09:31:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-06-21t07:45:00.000,han,vvnb,1,2024-06-21t10:00:00.000,,h1,h1,4092,h14092,h14092,vietjet air,vj,vjc,450,vj450,vjc450,2024-06-21t07:45:00.000,1.0,2024-06-21t07:46:00.000,2024-06-21t07:46:00.000,2024-06-21t07:46:00.000,2024-06-21t09:31:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-06-21t07:45:00.000,han,vvnb,1,2024-06-21t10:00:00.000,vietjet air,vj,vjc,450,vj450,vjc450,,,,,,,2024-06-21t07:45:00.000,1.0,2024-06-21t07:46:00.000,2024-06-21t07:46:00.000,2024-06-21t07:46:00.000,2024-06-21t09:31:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-06-21t07:55:00.000,sgn,vvts,1,2024-06-21t09:10:00.000,vietnam airlines,vn,hvn,1820,vn1820,hvn1820,,,,,,,,,2024-06-21t07:54:00.000,2024-06-21t07:54:00.000,2024-06-21t07:54:00.000,2024-06-21t08:35:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-06-21t08:20:00.000,tpe,rctp,1,2024-06-21t13:00:00.000,,h1,h1,4003,h14003,h14003,vietjet air,vj,vjc,844,vj844,vjc844,2024-06-21t08:20:00.000,9.0,2024-06-21t08:28:00.000,2024-06-21t08:28:00.000,2024-06-21t08:28:00.000,2024-06-21t12:52:00.000,,,,2,,b9,,,
departure,active,pqc,vvpq,2024-06-21t08:20:00.000,tpe,rctp,1,2024-06-21t13:00:00.000,,a1,a1,2844,a12844,a12844,vietjet air,vj,vjc,844,vj844,vjc844,2024-06-21t08:20:00.000,9.0,2024-06-21t08:28:00.000,2024-06-21t08:28:00.000,2024-06-21t08:28:00.000,2024-06-21t12:52:00.000,,,,2,,b9,,,
departure,active,pqc,vvpq,2024-06-21t08:20:00.000,tpe,rctp,1,2024-06-21t13:00:00.000,flexflight,w2,fxt,4844,w24844,fxt4844,vietjet air,vj,vjc,844,vj844,vjc844,2024-06-21t08:20:00.000,9.0,2024-06-21t08:28:00.000,2024-06-21t08:28:00.000,2024-06-21t08:28:00.000,2024-06-21t12:52:00.000,,,,2,,b9,,,
departure,active,pqc,vvpq,2024-06-21t08:20:00.000,tpe,rctp,1,2024-06-21t13:00:00.000,vietjet air,vj,vjc,844,vj844,vjc844,,,,,,,2024-06-21t08:20:00.000,9.0,2024-06-21t08:28:00.000,2024-06-21t08:28:00.000,2024-06-21t08:28:00.000,2024-06-21t12:52:00.000,,,,2,,b9,,,
departure,active,pqc,vvpq,2024-06-21t08:35:00.000,sgn,vvts,1,2024-06-21t09:35:00.000,vietnam airlines,vn,hvn,7826,vn7826,hvn7826,,,,,,,,14.0,2024-06-21t08:49:00.000,2024-06-21t08:49:00.000,2024-06-21t08:49:00.000,2024-06-21t09:31:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-06-21t08:55:00.000,sgn,vvts,1,2024-06-21t10:00:00.000,,a1,a1,2324,a12324,a12324,vietjet air,vj,vjc,324,vj324,vjc324,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-06-21t08:55:00.000,sgn,vvts,1,2024-06-21t10:00:00.000,flexflight,w2,fxt,4324,w24324,fxt4324,vietjet air,vj,vjc,324,vj324,vjc324,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-06-21t08:55:00.000,sgn,vvts,1,2024-06-21t10:00:00.000,,h1,h1,4321,h14321,h14321,vietjet air,vj,vjc,324,vj324,vjc324,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-06-21t08:55:00.000,sgn,vvts,1,2024-06-21t10:00:00.000,vietjet air,vj,vjc,324,vj324,vjc324,,,,,,,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-06-21t09:05:00.000,han,vvnb,1,2024-06-21t11:05:00.000,,a1,a1,2452,a12452,a12452,vietjet air,vj,vjc,452,vj452,vjc452,,17.0,2024-06-21t09:22:00.000,2024-06-21t09:22:00.000,2024-06-21t09:22:00.000,2024-06-21t11:09:00.000,,,,,,,5.0,,
departure,active,pqc,vvpq,2024-06-21t09:05:00.000,han,vvnb,1,2024-06-21t11:05:00.000,flexflight,w2,fxt,4452,w24452,fxt4452,vietjet air,vj,vjc,452,vj452,vjc452,,17.0,2024-06-21t09:22:00.000,2024-06-21t09:22:00.000,2024-06-21t09:22:00.000,2024-06-21t11:09:00.000,,,,,,,5.0,,
departure,active,pqc,vvpq,2024-06-21t09:05:00.000,han,vvnb,1,2024-06-21t11:05:00.000,,h1,h1,4146,h14146,h14146,vietjet air,vj,vjc,452,vj452,vjc452,,17.0,2024-06-21t09:22:00.000,2024-06-21t09:22:00.000,2024-06-21t09:22:00.000,2024-06-21t11:09:00.000,,,,,,,5.0,,
departure,active,pqc,vvpq,2024-06-21t09:05:00.000,han,vvnb,1,2024-06-21t11:05:00.000,vietjet air,vj,vjc,452,vj452,vjc452,,,,,,,,17.0,2024-06-21t09:22:00.000,2024-06-21t09:22:00.000,2024-06-21t09:22:00.000,2024-06-21t11:09:00.000,,,,,,,5.0,,
departure,active,pqc,vvpq,2024-06-21t09:25:00.000,sgn,vvts,1,2024-06-21t10:30:00.000,,h1,h1,4059,h14059,h14059,vietjet air,vj,vjc,336,vj336,vjc336,,16.0,2024-06-21t09:40:00.000,2024-06-21t09:40:00.000,2024-06-21t09:40:00.000,2024-06-21t10:26:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-06-21t09:25:00.000,sgn,vvts,1,2024-06-21t10:30:00.000,,a1,a1,2336,a12336,a12336,vietjet air,vj,vjc,336,vj336,vjc336,,16.0,2024-06-21t09:40:00.000,2024-06-21t09:40:00.000,2024-06-21t09:40:00.000,2024-06-21t10:26:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-06-21t09:25:00.000,sgn,vvts,1,2024-06-21t10:30:00.000,flexflight,w2,fxt,4336,w24336,fxt4336,vietjet air,vj,vjc,336,vj336,vjc336,,16.0,2024-06-21t09:40:00.000,2024-06-21t09:40:00.000,2024-06-21t09:40:00.000,2024-06-21t10:26:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-06-21t09:25:00.000,sgn,vvts,1,2024-06-21t10:30:00.000,vietjet air,vj,vjc,336,vj336,vjc336,,,,,,,,16.0,2024-06-21t09:40:00.000,2024-06-21t09:40:00.000,2024-06-21t09:40:00.000,2024-06-21t10:26:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-06-21t09:50:00.000,han,vvnb,1,2024-06-21t11:55:00.000,flexflight,w2,fxt,3454,w23454,fxt3454,vietjet air,vj,vjc,1454,vj1454,vjc1454,2024-06-21t09:50:00.000,15.0,2024-06-21t10:05:00.000,2024-06-21t10:05:00.000,2024-06-21t10:05:00.000,2024-06-21t11:52:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-06-21t09:50:00.000,han,vvnb,1,2024-06-21t11:55:00.000,,a1,a1,4454,a14454,a14454,vietjet air,vj,vjc,1454,vj1454,vjc1454,2024-06-21t09:50:00.000,15.0,2024-06-21t10:05:00.000,2024-06-21t10:05:00.000,2024-06-21t10:05:00.000,2024-06-21t11:52:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-06-21t09:50:00.000,han,vvnb,1,2024-06-21t11:55:00.000,,h1,h1,4529,h14529,h14529,vietjet air,vj,vjc,1454,vj1454,vjc1454,2024-06-21t09:50:00.000,15.0,2024-06-21t10:05:00.000,2024-06-21t10:05:00.000,2024-06-21t10:05:00.000,2024-06-21t11:52:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-06-21t09:50:00.000,han,vvnb,1,2024-06-21t11:55:00.000,vietjet air,vj,vjc,1454,vj1454,vjc1454,,,,,,,2024-06-21t09:50:00.000,15.0,2024-06-21t10:05:00.000,2024-06-21t10:05:00.000,2024-06-21t10:05:00.000,2024-06-21t11:52:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-06-21t10:20:00.000,sgn,vvts,1,2024-06-21t11:35:00.000,vietnam airlines,vn,hvn,1822,vn1822,hvn1822,,,,,,,2024-06-21t10:20:00.000,4.0,2024-06-21t10:24:00.000,2024-06-21t10:24:00.000,2024-06-21t10:24:00.000,2024-06-21t11:09:00.000,,,,,,,,,
departure,unknown,pqc,vvpq,2024-06-21t11:40:00.000,sgn,vvts,1,2024-06-21t12:45:00.000,,a1,a1,2326,a12326,a12326,vietjet air,vj,vjc,326,vj326,vjc326,,,,,,,,,,,,,,,
departure,unknown,pqc,vvpq,2024-06-21t11:40:00.000,sgn,vvts,1,2024-06-21t12:45:00.000,flexflight,w2,fxt,4326,w24326,fxt4326,vietjet air,vj,vjc,326,vj326,vjc326,,,,,,,,,,,,,,,
departure,unknown,pqc,vvpq,2024-06-21t11:40:00.000,sgn,vvts,1,2024-06-21t12:45:00.000,,h1,h1,4219,h14219,h14219,vietjet air,vj,vjc,326,vj326,vjc326,,,,,,,,,,,,,,,
departure,unknown,pqc,vvpq,2024-06-21t11:40:00.000,sgn,vvts,1,2024-06-21t12:45:00.000,vietjet air,vj,vjc,326,vj326,vjc326,,,,,,,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-06-21t11:45:00.000,bkk,vtbs,,2024-06-21t13:05:00.000,vietjet air,vj,vjc,981,vj981,vjc981,,,,,,,2024-06-21t11:45:00.000,1.0,2024-06-21t11:45:00.000,2024-06-21t11:45:00.000,2024-06-21t11:45:00.000,2024-06-21t12:38:00.000,,,,06,,,,,
departure,active,pqc,vvpq,2024-06-21t11:55:00.000,khh,rckh,i,2024-06-21t16:10:00.000,,h1,h1,5130,h15130,h15130,vietjet air,vj,vjc,992,vj992,vjc992,,28.0,2024-06-21t12:22:00.000,2024-06-21t12:22:00.000,2024-06-21t12:22:00.000,2024-06-21t16:25:00.000,,,,,,27,16.0,,
departure,active,pqc,vvpq,2024-06-21t11:55:00.000,khh,rckh,i,2024-06-21t16:10:00.000,,a1,a1,2992,a12992,a12992,vietjet air,vj,vjc,992,vj992,vjc992,,28.0,2024-06-21t12:22:00.000,2024-06-21t12:22:00.000,2024-06-21t12:22:00.000,2024-06-21t16:25:00.000,,,,,,27,16.0,,
departure,active,pqc,vvpq,2024-06-21t11:55:00.000,khh,rckh,i,2024-06-21t16:10:00.000,flexflight,w2,fxt,4992,w24992,fxt4992,vietjet air,vj,vjc,992,vj992,vjc992,,28.0,2024-06-21t12:22:00.000,2024-06-21t12:22:00.000,2024-06-21t12:22:00.000,2024-06-21t16:25:00.000,,,,,,27,16.0,,
