type,status,departure.iataCode,departure.icaoCode,departure.scheduledTime,arrival.iataCode,arrival.icaoCode,arrival.terminal,arrival.scheduledTime,airline.name,airline.iataCode,airline.icaoCode,flight.number,flight.iataNumber,flight.icaoNumber,codeshared.airline.name,codeshared.airline.iataCode,codeshared.airline.icaoCode,codeshared.flight.number,codeshared.flight.iataNumber,codeshared.flight.icaoNumber,departure.estimatedTime,departure.delay,departure.actualTime,departure.estimatedRunway,departure.actualRunway,arrival.estimatedTime,arrival.actualTime,arrival.estimatedRunway,arrival.actualRunway,arrival.baggage,departure.gate,arrival.gate,arrival.delay,departure.terminal,error
departure,active,pqc,vvpq,2024-01-16t21:20:00.000,icn,rksi,2,2024-01-17t04:50:00.000,delta air lines,dl,dal,7864,dl7864,dal7864,korean air,ke,kal,488,ke488,kal488,2024-01-16t22:40:00.000,80.0,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-01-16t21:20:00.000,icn,rksi,2,2024-01-17t04:50:00.000,vietnam airlines,vn,hvn,3466,vn3466,hvn3466,korean air,ke,kal,488,ke488,kal488,2024-01-16t22:40:00.000,80.0,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-01-16t21:20:00.000,icn,rksi,2,2024-01-17t04:50:00.000,korean air,ke,kal,488,ke488,kal488,,,,,,,2024-01-16t22:40:00.000,80.0,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-01-16t22:20:00.000,icn,rksi,2,2024-01-17t06:10:00.000,jin air,lj,jna,38,lj38,jna38,,,,,,,2024-01-16t22:20:00.000,,,,,,,,,10,,268,,,
departure,active,pqc,vvpq,2024-01-16t23:40:00.000,pus,rkpk,i,2024-01-17t06:30:00.000,,h1,h1,4287,h14287,h14287,vietjet air,vj,vjc,968,vj968,vjc968,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-01-16t23:40:00.000,pus,rkpk,i,2024-01-17t06:30:00.000,,a1,a1,2968,a12968,a12968,vietjet air,vj,vjc,968,vj968,vjc968,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-01-16t23:40:00.000,pus,rkpk,i,2024-01-17t06:30:00.000,flexflight,w2,fxt,4968,w24968,fxt4968,vietjet air,vj,vjc,968,vj968,vjc968,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-01-16t23:40:00.000,pus,rkpk,i,2024-01-17t06:30:00.000,vietjet air,vj,vjc,968,vj968,vjc968,,,,,,,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t01:50:00.000,icn,rksi,1,2024-01-17t09:30:00.000,,h1,h1,9955,h19955,h19955,jeju air,7c,jja,4104,7c4104,jja4104,2024-01-17t01:50:00.000,9.0,2024-01-17t01:58:00.000,2024-01-17t01:58:00.000,2024-01-17t01:58:00.000,2024-01-17t08:42:00.000,,,,5,,16,,,
departure,active,pqc,vvpq,2024-01-17t01:50:00.000,icn,rksi,1,2024-01-17t09:30:00.000,jeju air,7c,jja,4104,7c4104,jja4104,,,,,,,2024-01-17t01:50:00.000,9.0,2024-01-17t01:58:00.000,2024-01-17t01:58:00.000,2024-01-17t01:58:00.000,2024-01-17t08:42:00.000,,,,5,,16,,,
departure,active,pqc,vvpq,2024-01-16t16:25:00.000,ktw,epkt,,2024-01-16t23:14:00.000,lot - polish airlines,lo,lot,6524,lo6524,lot6524,,,,,,,2024-01-16t16:40:00.000,8.0,2024-01-16t16:33:00.000,2024-01-16t16:33:00.000,2024-01-16t16:33:00.000,2024-01-16t22:32:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t07:30:00.000,han,vvnb,t1,2024-01-17t09:35:00.000,,a1,a1,2450,a12450,a12450,vietjet air,vj,vjc,450,vj450,vjc450,,17.0,2024-01-17t07:46:00.000,2024-01-17t07:46:00.000,2024-01-17t07:46:00.000,2024-01-17t09:31:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t07:30:00.000,han,vvnb,t1,2024-01-17t09:35:00.000,flexflight,w2,fxt,4450,w24450,fxt4450,vietjet air,vj,vjc,450,vj450,vjc450,,17.0,2024-01-17t07:46:00.000,2024-01-17t07:46:00.000,2024-01-17t07:46:00.000,2024-01-17t09:31:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t07:30:00.000,han,vvnb,t1,2024-01-17t09:35:00.000,,h1,h1,4092,h14092,h14092,vietjet air,vj,vjc,450,vj450,vjc450,,17.0,2024-01-17t07:46:00.000,2024-01-17t07:46:00.000,2024-01-17t07:46:00.000,2024-01-17t09:31:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t07:30:00.000,han,vvnb,t1,2024-01-17t09:35:00.000,vietjet air,vj,vjc,450,vj450,vjc450,,,,,,,,17.0,2024-01-17t07:46:00.000,2024-01-17t07:46:00.000,2024-01-17t07:46:00.000,2024-01-17t09:31:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t08:05:00.000,sgn,vvts,1,2024-01-17t09:10:00.000,,a1,a1,2322,a12322,a12322,vietjet air,vj,vjc,322,vj322,vjc322,2024-01-17t08:05:00.000,15.0,2024-01-17t08:20:00.000,2024-01-17t08:20:00.000,2024-01-17t08:20:00.000,2024-01-17t08:55:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t08:05:00.000,sgn,vvts,1,2024-01-17t09:10:00.000,flexflight,w2,fxt,4322,w24322,fxt4322,vietjet air,vj,vjc,322,vj322,vjc322,2024-01-17t08:05:00.000,15.0,2024-01-17t08:20:00.000,2024-01-17t08:20:00.000,2024-01-17t08:20:00.000,2024-01-17t08:55:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t08:05:00.000,sgn,vvts,1,2024-01-17t09:10:00.000,,h1,h1,4319,h14319,h14319,vietjet air,vj,vjc,322,vj322,vjc322,2024-01-17t08:05:00.000,15.0,2024-01-17t08:20:00.000,2024-01-17t08:20:00.000,2024-01-17t08:20:00.000,2024-01-17t08:55:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t08:05:00.000,sgn,vvts,1,2024-01-17t09:10:00.000,vietjet air,vj,vjc,322,vj322,vjc322,,,,,,,2024-01-17t08:05:00.000,15.0,2024-01-17t08:20:00.000,2024-01-17t08:20:00.000,2024-01-17t08:20:00.000,2024-01-17t08:55:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t08:25:00.000,tpe,rctp,1,2024-01-17t13:00:00.000,,h1,h1,4003,h14003,h14003,vietjet air,vj,vjc,844,vj844,vjc844,2024-01-17t08:25:00.000,1.0,2024-01-17t08:25:00.000,2024-01-17t08:25:00.000,2024-01-17t08:25:00.000,2024-01-17t12:31:00.000,,,,2,,a1,,,
departure,active,pqc,vvpq,2024-01-17t08:25:00.000,tpe,rctp,1,2024-01-17t13:00:00.000,,a1,a1,2844,a12844,a12844,vietjet air,vj,vjc,844,vj844,vjc844,2024-01-17t08:25:00.000,1.0,2024-01-17t08:25:00.000,2024-01-17t08:25:00.000,2024-01-17t08:25:00.000,2024-01-17t12:31:00.000,,,,2,,a1,,,
departure,active,pqc,vvpq,2024-01-17t08:25:00.000,tpe,rctp,1,2024-01-17t13:00:00.000,flexflight,w2,fxt,4844,w24844,fxt4844,vietjet air,vj,vjc,844,vj844,vjc844,2024-01-17t08:25:00.000,1.0,2024-01-17t08:25:00.000,2024-01-17t08:25:00.000,2024-01-17t08:25:00.000,2024-01-17t12:31:00.000,,,,2,,a1,,,
departure,active,pqc,vvpq,2024-01-17t08:25:00.000,tpe,rctp,1,2024-01-17t13:00:00.000,vietjet air,vj,vjc,844,vj844,vjc844,,,,,,,2024-01-17t08:25:00.000,1.0,2024-01-17t08:25:00.000,2024-01-17t08:25:00.000,2024-01-17t08:25:00.000,2024-01-17t12:31:00.000,,,,2,,a1,,,
departure,active,pqc,vvpq,2024-01-17t08:40:00.000,sgn,vvts,1,2024-01-17t09:35:00.000,vietnam airlines,vn,hvn,1820,vn1820,hvn1820,,,,,,,,5.0,2024-01-17t08:45:00.000,2024-01-17t08:45:00.000,2024-01-17t08:45:00.000,2024-01-17t09:22:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t10:10:00.000,sgn,vvts,1,2024-01-17t11:40:00.000,vietnam airlines,vn,hvn,1822,vn1822,hvn1822,,,,,,,,13.0,2024-01-17t10:23:00.000,2024-01-17t10:23:00.000,2024-01-17t10:23:00.000,2024-01-17t11:05:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t10:35:00.000,han,vvnb,t1,2024-01-17t12:40:00.000,,a1,a1,2452,a12452,a12452,vietjet air,vj,vjc,452,vj452,vjc452,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t10:35:00.000,han,vvnb,t1,2024-01-17t12:40:00.000,flexflight,w2,fxt,4452,w24452,fxt4452,vietjet air,vj,vjc,452,vj452,vjc452,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t10:35:00.000,han,vvnb,t1,2024-01-17t12:40:00.000,,h1,h1,4146,h14146,h14146,vietjet air,vj,vjc,452,vj452,vjc452,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t10:35:00.000,han,vvnb,t1,2024-01-17t12:40:00.000,vietjet air,vj,vjc,452,vj452,vjc452,,,,,,,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t11:10:00.000,han,vvnb,t1,2024-01-17t13:20:00.000,vietnam airlines,vn,hvn,1236,vn1236,hvn1236,,,,,,,,19.0,2024-01-17t11:28:00.000,2024-01-17t11:28:00.000,2024-01-17t11:28:00.000,2024-01-17t13:13:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t11:50:00.000,sgn,vvts,1,2024-01-17t12:50:00.000,,a1,a1,2324,a12324,a12324,vietjet air,vj,vjc,324,vj324,vjc324,2024-01-17t11:50:00.000,41.0,2024-01-17t12:30:00.000,2024-01-17t12:30:00.000,2024-01-17t12:30:00.000,2024-01-17t13:13:00.000,,,,,,,23.0,,
departure,active,pqc,vvpq,2024-01-17t11:50:00.000,sgn,vvts,1,2024-01-17t12:50:00.000,flexflight,w2,fxt,4324,w24324,fxt4324,vietjet air,vj,vjc,324,vj324,vjc324,2024-01-17t11:50:00.000,41.0,2024-01-17t12:30:00.000,2024-01-17t12:30:00.000,2024-01-17t12:30:00.000,2024-01-17t13:13:00.000,,,,,,,23.0,,
departure,active,pqc,vvpq,2024-01-17t11:50:00.000,sgn,vvts,1,2024-01-17t12:50:00.000,,h1,h1,4321,h14321,h14321,vietjet air,vj,vjc,324,vj324,vjc324,2024-01-17t11:50:00.000,41.0,2024-01-17t12:30:00.000,2024-01-17t12:30:00.000,2024-01-17t12:30:00.000,2024-01-17t13:13:00.000,,,,,,,23.0,,
departure,active,pqc,vvpq,2024-01-17t11:50:00.000,sgn,vvts,1,2024-01-17t12:50:00.000,vietjet air,vj,vjc,324,vj324,vjc324,,,,,,,2024-01-17t11:50:00.000,41.0,2024-01-17t12:30:00.000,2024-01-17t12:30:00.000,2024-01-17t12:30:00.000,2024-01-17t13:13:00.000,,,,,,,23.0,,
departure,active,pqc,vvpq,2024-01-17t12:00:00.000,bkk,vtbs,,2024-01-17t13:20:00.000,vietjet air,vj,vjc,981,vj981,vjc981,,,,,,,,12.0,2024-01-17t12:12:00.000,2024-01-17t12:12:00.000,2024-01-17t12:12:00.000,2024-01-17t13:09:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t12:50:00.000,sgn,vvts,1,2024-01-17t14:10:00.000,vietnam airlines,vn,hvn,1824,vn1824,hvn1824,,,,,,,,,2024-01-17t12:49:00.000,2024-01-17t12:49:00.000,2024-01-17t12:49:00.000,,2024-01-17t13:28:00.000,2024-01-17t13:28:00.000,2024-01-17t13:28:00.000,,,,,,
departure,active,pqc,vvpq,2024-01-17t13:05:00.000,han,vvnb,t1,2024-01-17t15:20:00.000,vietnam airlines,vn,hvn,1230,vn1230,hvn1230,,,,,,,2024-01-17t13:05:00.000,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t13:30:00.000,han,vvnb,t1,2024-01-17t15:35:00.000,,a1,a1,2454,a12454,a12454,vietjet air,vj,vjc,454,vj454,vjc454,,30.0,2024-01-17t13:59:00.000,2024-01-17t13:59:00.000,2024-01-17t13:59:00.000,2024-01-17t15:42:00.000,,,,,,,8.0,,
departure,active,pqc,vvpq,2024-01-17t13:30:00.000,han,vvnb,t1,2024-01-17t15:35:00.000,flexflight,w2,fxt,4454,w24454,fxt4454,vietjet air,vj,vjc,454,vj454,vjc454,,30.0,2024-01-17t13:59:00.000,2024-01-17t13:59:00.000,2024-01-17t13:59:00.000,2024-01-17t15:42:00.000,,,,,,,8.0,,
departure,active,pqc,vvpq,2024-01-17t13:30:00.000,han,vvnb,t1,2024-01-17t15:35:00.000,,h1,h1,4052,h14052,h14052,vietjet air,vj,vjc,454,vj454,vjc454,,30.0,2024-01-17t13:59:00.000,2024-01-17t13:59:00.000,2024-01-17t13:59:00.000,2024-01-17t15:42:00.000,,,,,,,8.0,,
departure,active,pqc,vvpq,2024-01-17t13:30:00.000,han,vvnb,t1,2024-01-17t15:35:00.000,vietjet air,vj,vjc,454,vj454,vjc454,,,,,,,,30.0,2024-01-17t13:59:00.000,2024-01-17t13:59:00.000,2024-01-17t13:59:00.000,2024-01-17t15:42:00.000,,,,,,,8.0,,
departure,active,pqc,vvpq,2024-01-17t13:40:00.000,sgn,vvts,1,2024-01-17t14:40:00.000,,h1,h1,2181,h12181,h12181,vietjet air,vj,vjc,1320,vj1320,vjc1320,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t13:40:00.000,sgn,vvts,1,2024-01-17t14:40:00.000,flexflight,w2,fxt,3320,w23320,fxt3320,vietjet air,vj,vjc,1320,vj1320,vjc1320,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t13:40:00.000,sgn,vvts,1,2024-01-17t14:40:00.000,,a1,a1,4320,a14320,a14320,vietjet air,vj,vjc,1320,vj1320,vjc1320,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t13:40:00.000,sgn,vvts,1,2024-01-17t14:40:00.000,vietjet air,vj,vjc,1320,vj1320,vjc1320,,,,,,,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t13:55:00.000,sgn,vvts,1,2024-01-17t15:00:00.000,,a1,a1,2326,a12326,a12326,vietjet air,vj,vjc,326,vj326,vjc326,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t13:55:00.000,sgn,vvts,1,2024-01-17t15:00:00.000,flexflight,w2,fxt,4326,w24326,fxt4326,vietjet air,vj,vjc,326,vj326,vjc326,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t13:55:00.000,sgn,vvts,1,2024-01-17t15:00:00.000,,h1,h1,4219,h14219,h14219,vietjet air,vj,vjc,326,vj326,vjc326,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t13:55:00.000,sgn,vvts,1,2024-01-17t15:00:00.000,vietjet air,vj,vjc,326,vj326,vjc326,,,,,,,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t20:30:00.000,sgn,vvts,1,2024-01-17t21:45:00.000,vietnam airlines,vn,hvn,1834,vn1834,hvn1834,,,,,,,,9.0,2024-01-17t20:39:00.000,2024-01-17t20:39:00.000,2024-01-17t20:39:00.000,2024-01-17t21:21:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t14:05:00.000,kul,wmkk,2,2024-01-17t16:55:00.000,airasia,ak,axm,546,ak546,axm546,,,,,,,,11.0,2024-01-17t14:15:00.000,2024-01-17t14:15:00.000,2024-01-17t14:15:00.000,2024-01-17t16:44:00.000,,,,,9,,,,
departure,active,pqc,vvpq,2024-01-17t14:35:00.000,sgn,vvts,1,2024-01-17t15:40:00.000,vietnam airlines,vn,hvn,7824,vn7824,hvn7824,,,,,,,2024-01-17t14:35:00.000,,2024-01-17t14:32:00.000,2024-01-17t14:32:00.000,2024-01-17t14:32:00.000,,2024-01-17t15:09:00.000,2024-01-17t15:09:00.000,2024-01-17t15:09:00.000,,,,,,
departure,active,pqc,vvpq,2024-01-17t15:15:00.000,sgn,vvts,1,2024-01-17t16:30:00.000,vietnam airlines,vn,hvn,1826,vn1826,hvn1826,,,,,,,2024-01-17t15:15:00.000,14.0,2024-01-17t15:28:00.000,2024-01-17t15:28:00.000,2024-01-17t15:28:00.000,2024-01-17t16:13:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t15:30:00.000,icn,rksi,1,2024-01-17t22:45:00.000,,a1,a1,2974,a12974,a12974,vietjet air,vj,vjc,974,vj974,vjc974,,7.0,2024-01-17t15:37:00.000,2024-01-17t15:37:00.000,2024-01-17t15:37:00.000,2024-01-17t22:22:00.000,,,,8,,109,,,
departure,active,pqc,vvpq,2024-01-17t15:30:00.000,icn,rksi,1,2024-01-17t22:45:00.000,flexflight,w2,fxt,4974,w24974,fxt4974,vietjet air,vj,vjc,974,vj974,vjc974,,7.0,2024-01-17t15:37:00.000,2024-01-17t15:37:00.000,2024-01-17t15:37:00.000,2024-01-17t22:22:00.000,,,,8,,109,,,
departure,active,pqc,vvpq,2024-01-17t15:30:00.000,icn,rksi,1,2024-01-17t22:45:00.000,,h1,h1,4539,h14539,h14539,vietjet air,vj,vjc,974,vj974,vjc974,,7.0,2024-01-17t15:37:00.000,2024-01-17t15:37:00.000,2024-01-17t15:37:00.000,2024-01-17t22:22:00.000,,,,8,,109,,,
departure,active,pqc,vvpq,2024-01-17t15:30:00.000,icn,rksi,1,2024-01-17t22:45:00.000,vietjet air,vj,vjc,974,vj974,vjc974,,,,,,,,7.0,2024-01-17t15:37:00.000,2024-01-17t15:37:00.000,2024-01-17t15:37:00.000,2024-01-17t22:22:00.000,,,,8,,109,,,
departure,active,pqc,vvpq,2024-01-17t15:35:00.000,han,vvnb,t1,2024-01-17t17:45:00.000,,a1,a1,2456,a12456,a12456,vietjet air,vj,vjc,456,vj456,vjc456,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t15:35:00.000,han,vvnb,t1,2024-01-17t17:45:00.000,flexflight,w2,fxt,4456,w24456,fxt4456,vietjet air,vj,vjc,456,vj456,vjc456,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t15:35:00.000,han,vvnb,t1,2024-01-17t17:45:00.000,,h1,h1,4143,h14143,h14143,vietjet air,vj,vjc,456,vj456,vjc456,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t15:35:00.000,han,vvnb,t1,2024-01-17t17:45:00.000,vietjet air,vj,vjc,456,vj456,vjc456,,,,,,,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t17:10:00.000,sgn,vvts,1,2024-01-17t18:10:00.000,,a1,a1,2328,a12328,a12328,freebird airlines,fh,fhy,328,fh328,fhy328,,18.0,2024-01-17t17:28:00.000,2024-01-17t17:28:00.000,2024-01-17t17:28:00.000,2024-01-17t18:07:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t17:10:00.000,sgn,vvts,1,2024-01-17t18:10:00.000,flexflight,w2,fxt,4328,w24328,fxt4328,freebird airlines,fh,fhy,328,fh328,fhy328,,18.0,2024-01-17t17:28:00.000,2024-01-17t17:28:00.000,2024-01-17t17:28:00.000,2024-01-17t18:07:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t17:10:00.000,sgn,vvts,1,2024-01-17t18:10:00.000,,h1,h1,4404,h14404,h14404,freebird airlines,fh,fhy,328,fh328,fhy328,,18.0,2024-01-17t17:28:00.000,2024-01-17t17:28:00.000,2024-01-17t17:28:00.000,2024-01-17t18:07:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t17:10:00.000,sgn,vvts,1,2024-01-17t18:10:00.000,freebird airlines,fh,fhy,328,fh328,fhy328,,,,,,,,18.0,2024-01-17t17:28:00.000,2024-01-17t17:28:00.000,2024-01-17t17:28:00.000,2024-01-17t18:07:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t17:25:00.000,sgn,vvts,1,2024-01-17t18:40:00.000,vietnam airlines,vn,hvn,1828,vn1828,hvn1828,,,,,,,,16.0,2024-01-17t17:40:00.000,2024-01-17t17:40:00.000,2024-01-17t17:40:00.000,2024-01-17t18:24:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t17:50:00.000,icn,rksi,1,2024-01-18t00:30:00.000,,a1,a1,2978,a12978,a12978,vietjet air,vj,vjc,978,vj978,vjc978,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t17:50:00.000,icn,rksi,1,2024-01-18t00:30:00.000,flexflight,w2,fxt,4978,w24978,fxt4978,vietjet air,vj,vjc,978,vj978,vjc978,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t17:50:00.000,icn,rksi,1,2024-01-18t00:30:00.000,,h1,h1,4185,h14185,h14185,vietjet air,vj,vjc,978,vj978,vjc978,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t17:50:00.000,icn,rksi,1,2024-01-18t00:30:00.000,vietjet air,vj,vjc,978,vj978,vjc978,,,,,,,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t18:50:00.000,sgn,vvts,,2024-01-17t19:55:00.000,vietravel airlines,vu,vag,302,vu302,vag302,,,,,,,2024-01-17t18:50:00.000,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t19:15:00.000,sgn,vvts,1,2024-01-17t20:40:00.000,vietnam airlines,vn,hvn,7822,vn7822,hvn7822,,,,,,,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t19:25:00.000,sgn,vvts,1,2024-01-17t20:30:00.000,jetstar pacific,bl,pic,6520,bl6520,pic6520,,,,,,,,18.0,2024-01-17t19:42:00.000,2024-01-17t19:42:00.000,2024-01-17t19:42:00.000,2024-01-17t20:22:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t19:30:00.000,hph,vvci,,2024-01-17t21:35:00.000,,a1,a1,2768,a12768,a12768,vietjet air,vj,vjc,768,vj768,vjc768,2024-01-17t19:30:00.000,9.0,2024-01-17t19:38:00.000,2024-01-17t19:38:00.000,2024-01-17t19:38:00.000,2024-01-17t21:17:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t19:30:00.000,hph,vvci,,2024-01-17t21:35:00.000,flexflight,w2,fxt,4768,w24768,fxt4768,vietjet air,vj,vjc,768,vj768,vjc768,2024-01-17t19:30:00.000,9.0,2024-01-17t19:38:00.000,2024-01-17t19:38:00.000,2024-01-17t19:38:00.000,2024-01-17t21:17:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t19:30:00.000,hph,vvci,,2024-01-17t21:35:00.000,,h1,h1,4499,h14499,h14499,vietjet air,vj,vjc,768,vj768,vjc768,2024-01-17t19:30:00.000,9.0,2024-01-17t19:38:00.000,2024-01-17t19:38:00.000,2024-01-17t19:38:00.000,2024-01-17t21:17:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t19:30:00.000,hph,vvci,,2024-01-17t21:35:00.000,vietjet air,vj,vjc,768,vj768,vjc768,,,,,,,2024-01-17t19:30:00.000,9.0,2024-01-17t19:38:00.000,2024-01-17t19:38:00.000,2024-01-17t19:38:00.000,2024-01-17t21:17:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t19:55:00.000,sgn,vvts,1,2024-01-17t21:30:00.000,vietnam airlines,vn,hvn,7828,vn7828,hvn7828,,,,,,,,,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t21:20:00.000,icn,rksi,2,2024-01-18t04:50:00.000,delta air lines,dl,dal,7864,dl7864,dal7864,korean air,ke,kal,488,ke488,kal488,2024-01-17t22:05:00.000,45.0,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t21:20:00.000,icn,rksi,2,2024-01-18t04:50:00.000,vietnam airlines,vn,hvn,3466,vn3466,hvn3466,korean air,ke,kal,488,ke488,kal488,2024-01-17t22:05:00.000,45.0,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t21:20:00.000,icn,rksi,2,2024-01-18t04:50:00.000,korean air,ke,kal,488,ke488,kal488,,,,,,,2024-01-17t22:05:00.000,45.0,,,,,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t22:20:00.000,icn,rksi,2,2024-01-18t06:10:00.000,jin air,lj,jna,38,lj38,jna38,,,,,,,2024-01-17t22:20:00.000,,,,,,,,,8,,260,,,
departure,active,pqc,vvpq,2024-01-17t23:40:00.000,pus,rkpk,i,2024-01-18t06:30:00.000,,h1,h1,4287,h14287,h14287,vietjet air,vj,vjc,968,vj968,vjc968,,5.0,2024-01-17t23:45:00.000,2024-01-17t23:45:00.000,2024-01-17t23:45:00.000,2024-01-18t06:15:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t23:40:00.000,pus,rkpk,i,2024-01-18t06:30:00.000,,a1,a1,2968,a12968,a12968,vietjet air,vj,vjc,968,vj968,vjc968,,5.0,2024-01-17t23:45:00.000,2024-01-17t23:45:00.000,2024-01-17t23:45:00.000,2024-01-18t06:15:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t23:40:00.000,pus,rkpk,i,2024-01-18t06:30:00.000,flexflight,w2,fxt,4968,w24968,fxt4968,vietjet air,vj,vjc,968,vj968,vjc968,,5.0,2024-01-17t23:45:00.000,2024-01-17t23:45:00.000,2024-01-17t23:45:00.000,2024-01-18t06:15:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-01-17t23:40:00.000,pus,rkpk,i,2024-01-18t06:30:00.000,vietjet air,vj,vjc,968,vj968,vjc968,,,,,,,,5.0,2024-01-17t23:45:00.000,2024-01-17t23:45:00.000,2024-01-17t23:45:00.000,2024-01-18t06:15:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-01-18t01:50:00.000,icn,rksi,1,2024-01-18t09:30:00.000,,h1,h1,9955,h19955,h19955,jeju air,7c,jja,4104,7c4104,jja4104,2024-01-18t02:50:00.000,60.0,,,,,,,,8,,101,,,
departure,active,pqc,vvpq,2024-01-18t01:50:00.000,icn,rksi,1,2024-01-18t09:30:00.000,jeju air,7c,jja,4104,7c4104,jja4104,,,,,,,2024-01-18t02:50:00.000,60.0,,,,,,,,8,,101,,,
departure,active,pqc,vvpq,2024-01-18t07:30:00.000,han,vvnb,t1,2024-01-18t09:35:00.000,,a1,a1,2450,a12450,a12450,vietjet air,vj,vjc,450,vj450,vjc450,2024-01-18t07:30:00.000,13.0,2024-01-18t07:43:00.000,2024-01-18t07:43:00.000,2024-01-18t07:43:00.000,2024-01-18t09:27:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-01-18t07:30:00.000,han,vvnb,t1,2024-01-18t09:35:00.000,flexflight,w2,fxt,4450,w24450,fxt4450,vietjet air,vj,vjc,450,vj450,vjc450,2024-01-18t07:30:00.000,13.0,2024-01-18t07:43:00.000,2024-01-18t07:43:00.000,2024-01-18t07:43:00.000,2024-01-18t09:27:00.000,,,,,,,,,
departure,active,pqc,vvpq,2024-01-18t07:30:00.000,han,vvnb,t1,2024-01-18t09:35:00.000,,h1,h1,4092,h14092,h14092,vietjet air,vj,vjc,450,vj450,vjc450,2024-01-18t07:30:00.000,13.0,2024-01-18t07:43:00.000,2024-01-18t07:43:00.000,2024-01-18t07:43:00.000,2024-01-18t09:27:00.000,,,,,,,,,
